Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,23,DET,NBA,PG,80,NA,34.5,8.3,19,0.436,3.4,4.6,0.738,NA,NA,4.5,4.1,NA,NA,NA,2.7,20
1967-68,24,DET,NBA,PG,79,NA,40.6,10.6,24,0.441,6,8.5,0.707,NA,NA,4.7,6.4,NA,NA,NA,3.2,27.1
1968-69,25,DET,NBA,PG,77,NA,39.5,8.8,20.7,0.425,5.8,8.1,0.713,NA,NA,5,7.1,NA,NA,NA,3.3,23.4
1969-70,26,DET,NBA,PG,70,NA,33.3,8.2,18.5,0.444,6.5,8.3,0.783,NA,NA,4.3,6,NA,NA,NA,2.8,22.9
1970-71,27,DET,NBA,PG,82,NA,37.4,9.7,20.9,0.467,7.5,9.4,0.797,NA,NA,4.4,5,NA,NA,NA,2.8,27
1971-72,28,DET,NBA,PG,45,NA,43,8.2,19.8,0.414,6.2,7.9,0.785,NA,NA,4.1,7,NA,NA,NA,3.1,22.6
1972-73,29,DET,NBA,PG,82,NA,41,8.4,18.8,0.448,5.6,6.8,0.814,NA,NA,3.6,7.8,NA,NA,NA,2.8,22.4
1973-74,30,DET,NBA,PG,81,NA,38.6,7.2,16.5,0.436,4.4,5.4,0.813,1.3,2.1,3.5,6.9,1.3,0.2,NA,2.7,18.8
1974-75,31,DET,NBA,PG,79,NA,40.8,7.3,16.9,0.434,4.3,5.4,0.809,1.1,2.5,3.6,7.7,1.5,0.3,NA,2.8,19
1975-76,32,WSB,NBA,PG,82,NA,35.9,6.1,13.6,0.447,4,5.1,0.787,1.1,1.7,2.9,6,1.4,0.3,NA,3.2,16.2
1976-77,33,WSB,NBA,SG,64,NA,23.7,4.2,9.3,0.454,2.1,2.8,0.773,0.8,1.4,2.2,4.3,1,0.1,NA,2.3,10.6
1977-78,34,BOS,NBA,PG,80,NA,28.2,5.3,11.8,0.449,3.1,3.7,0.824,1,1.7,2.7,3.8,1,0.2,2.7,3.1,13.6
Career,NA,,NBA,,901,NA,36.4,7.7,17.5,0.441,4.9,6.3,0.775,1.1,1.9,3.8,6,1.3,0.2,2.7,2.9,20.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,DET,NBA,,675,NA,38.6,8.6,19.4,0.44,5.5,7.1,0.771,1.2,2.3,4.2,6.4,1.4,0.3,NA,2.9,22.6
2 seasons,NA,WSB,NBA,,146,NA,30.6,5.3,11.7,0.449,3.2,4.1,0.783,1,1.6,2.6,5.3,1.2,0.2,NA,2.8,13.7
1 season,NA,BOS,NBA,,80,NA,28.2,5.3,11.8,0.449,3.1,3.7,0.824,1,1.7,2.7,3.8,1,0.2,2.7,3.1,13.6
