Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,24,DET,NBA,PG,6,NA,42.3,11.3,27.7,0.41,5.5,7.5,0.733,NA,NA,4,4.8,NA,NA,NA,3.5,28.2
1973-74,30,DET,NBA,PG,7,NA,44.6,7.9,18.7,0.42,3.1,4.3,0.733,0.9,2.9,3.7,6,0.4,0.1,NA,2.9,18.9
1974-75,31,DET,NBA,PG,3,NA,44.7,6.7,15.7,0.426,2.7,4.3,0.615,1,2.7,3.7,9.7,1.7,0,NA,4,16
1975-76,32,WSB,NBA,PG,7,NA,29.9,4.9,10.9,0.447,4,5,0.8,0.9,1.7,2.6,4,1,0.3,NA,2.6,13.7
1976-77,33,WSB,NBA,SG,8,NA,6.9,1.8,4,0.438,0.5,0.5,1,0.4,0.4,0.8,0.6,0,0.1,NA,0.6,4
Career,NA,,NBA,,31,NA,31.1,6.2,14.6,0.423,3.1,4.1,0.748,0.7,1.7,2.7,4.3,0.6,0.2,NA,2.5,15.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,16,NA,43.8,8.9,21.5,0.416,3.9,5.5,0.716,0.9,2.8,3.8,6.3,0.8,0.1,NA,3.3,21.8
2 seasons,NA,WSB,NBA,,15,NA,17.6,3.2,7.2,0.444,2.1,2.6,0.821,0.6,1,1.6,2.2,0.5,0.2,NA,1.5,8.5
