Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,30,DET,NBA,PG,7,NA,312,8.9,21.1,0.42,3.6,4.8,0.733,1,3.2,4.2,6.8,0.5,0.2,NA,3.2,21.3,NA,NA,102
1974-75,31,DET,NBA,PG,3,NA,134,7.3,17,0.426,2.9,4.7,0.615,1.1,2.9,4,10.5,1.8,0,NA,4.4,17.4,NA,NA,103
1975-76,32,WSB,NBA,PG,7,NA,209,8.1,18.1,0.447,6.7,8.3,0.8,1.4,2.9,4.3,6.7,1.7,0.5,NA,4.3,22.9,NA,NA,97
1976-77,33,WSB,NBA,SG,8,NA,55,11.9,27.3,0.438,3.4,3.4,1,2.6,2.6,5.1,4.3,0,0.9,NA,4.3,27.3,NA,NA,107
Career,NA,,NBA,,25,NA,710,8.6,20,0.423,4.3,5.7,0.748,1.3,3,4.3,7.3,1,0.3,NA,3.8,21.5,NA,NA,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,WSB,NBA,,15,NA,264,8.9,20.1,0.444,6,7.3,0.821,1.7,2.8,4.5,6.1,1.3,0.6,NA,4.3,23.8,NA,NA,99
3 seasons,NA,DET,NBA,,10,NA,446,8.4,19.9,0.416,3.4,4.8,0.716,1,3.1,4.1,7.9,0.9,0.1,NA,3.6,20.1,NA,NA,102
