Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,23,DET,NBA,PG,80,NA,2762,664,1522,0.436,273,370,0.738,NA,NA,359,330,NA,NA,NA,217,1601
1967-68,24,DET,NBA,PG,79,NA,3209,835,1893,0.441,472,668,0.707,NA,NA,373,509,NA,NA,NA,254,2142
1968-69,25,DET,NBA,PG,77,NA,3039,678,1594,0.425,444,623,0.713,NA,NA,382,546,NA,NA,NA,256,1800
1969-70,26,DET,NBA,PG,70,NA,2334,575,1295,0.444,454,580,0.783,NA,NA,299,418,NA,NA,NA,196,1604
1970-71,27,DET,NBA,PG,82,NA,3065,799,1710,0.467,615,772,0.797,NA,NA,364,408,NA,NA,NA,228,2213
1971-72,28,DET,NBA,PG,45,NA,1936,369,891,0.414,278,354,0.785,NA,NA,186,317,NA,NA,NA,138,1016
1972-73,29,DET,NBA,PG,82,NA,3361,692,1545,0.448,456,560,0.814,NA,NA,298,637,NA,NA,NA,229,1840
1973-74,30,DET,NBA,PG,81,NA,3124,582,1336,0.436,356,438,0.813,108,173,281,555,109,17,NA,216,1520
1974-75,31,DET,NBA,PG,79,NA,3222,578,1333,0.434,343,424,0.809,86,200,286,610,116,26,NA,222,1499
1975-76,32,WSB,NBA,PG,82,NA,2945,497,1113,0.447,332,422,0.787,94,143,237,492,118,23,NA,262,1326
1976-77,33,WSB,NBA,SG,64,NA,1516,271,597,0.454,136,176,0.773,54,89,143,275,61,5,NA,150,678
1977-78,34,BOS,NBA,PG,80,NA,2256,422,940,0.449,244,296,0.824,76,136,212,300,79,18,216,247,1088
Career,NA,,NBA,,901,NA,32769,6962,15769,0.441,4403,5683,0.775,418,741,3420,5397,483,89,216,2615,18327
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,DET,NBA,,675,NA,26052,5772,13119,0.44,3691,4789,0.771,194,373,2828,4330,225,43,NA,1956,15235
2 seasons,NA,WSB,NBA,,146,NA,4461,768,1710,0.449,468,598,0.783,148,232,380,767,179,28,NA,412,2004
1 season,NA,BOS,NBA,,80,NA,2256,422,940,0.449,244,296,0.824,76,136,212,300,79,18,216,247,1088
