Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,24,WSC,NBA,SG,31,NA,NA,141,381,0.37,96,108,0.889,110,39,86,378
1951-52,25,BOS,NBA,SG,63,NA,1389,244,628,0.389,183,213,0.859,221,151,181,671
1952-53,26,BOS,NBA,SG,71,NA,2333,403,925,0.436,341,401,0.85,288,191,240,1147
1953-54,27,BOS,NBA,SG,72,NA,2467,412,915,0.45,331,392,0.844,255,229,211,1155
1954-55,28,BOS,NBA,SG,68,NA,2453,453,1062,0.427,347,387,0.897,302,280,212,1253
1955-56,29,BOS,NBA,SG,72,NA,2698,538,1229,0.438,358,413,0.867,259,339,197,1434
1956-57,30,BOS,NBA,SG,67,NA,2403,516,1241,0.416,381,421,0.905,286,236,188,1413
1957-58,31,BOS,NBA,SG,63,NA,2214,550,1297,0.424,302,338,0.893,295,167,156,1402
1958-59,32,BOS,NBA,SG,72,NA,2382,562,1377,0.408,342,367,0.932,292,179,173,1466
1959-60,33,BOS,NBA,SG,71,NA,1916,559,1225,0.456,252,291,0.866,262,144,154,1370
1960-61,34,BOS,NBA,SG,61,NA,1538,383,908,0.422,210,228,0.921,223,146,127,976
Career,NA,,NBA,,711,NA,21793,4761,11188,0.426,3143,3559,0.883,2793,2101,1925,12665
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,BOS,NBA,,680,NA,21793,4620,10807,0.428,3047,3451,0.883,2683,2062,1839,12287
1 season,NA,WSC,NBA,,31,NA,NA,141,381,0.37,96,108,0.889,110,39,86,378
