Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,24,WSC,NBA,SG,31,NA,NA,0.441,0.283,NA,NA,NA,NA,NA,1.3,0.5,1.8,NA
1951-52,25,BOS,NBA,SG,63,1389,17.7,0.465,0.339,NA,NA,NA,NA,NA,3,1.3,4.3,0.148
1952-53,26,BOS,NBA,SG,71,2333,19.8,0.521,0.434,NA,NA,NA,NA,NA,8.4,1.4,9.8,0.201
1953-54,27,BOS,NBA,SG,72,2467,18.6,0.531,0.428,NA,NA,NA,NA,NA,9.4,1,10.4,0.202
1954-55,28,BOS,NBA,SG,68,2453,17.2,0.508,0.364,NA,NA,NA,NA,NA,6.7,1,7.7,0.15
1955-56,29,BOS,NBA,SG,72,2698,17.7,0.508,0.336,NA,NA,NA,NA,NA,7.2,1.6,8.8,0.157
1956-57,30,BOS,NBA,SG,67,2403,19.4,0.495,0.339,NA,NA,NA,NA,NA,7,3.4,10.4,0.207
1957-58,31,BOS,NBA,SG,63,2214,18.8,0.485,0.261,NA,NA,NA,NA,NA,5.8,2.9,8.7,0.189
1958-59,32,BOS,NBA,SG,72,2382,16.8,0.476,0.267,NA,NA,NA,NA,NA,4.5,3.1,7.6,0.154
1959-60,33,BOS,NBA,SG,71,1916,18.5,0.506,0.238,NA,NA,NA,NA,NA,5.4,2.5,7.9,0.198
1960-61,34,BOS,NBA,SG,61,1538,17,0.484,0.251,NA,NA,NA,NA,NA,2.7,2.7,5.4,0.169
Career,NA,,NBA,,711,21793,18.2,0.497,0.318,NA,NA,NA,NA,NA,61.4,21.3,82.8,0.178
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,BOS,NBA,,680,21793,18.2,0.498,0.319,NA,NA,NA,NA,NA,60.1,20.9,80.9,0.178
1 season,NA,WSC,NBA,,31,NA,NA,0.441,0.283,NA,NA,NA,NA,NA,1.3,0.5,1.8,NA
