Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1951-52,25,BOS,NBA,SG,1,27,27.4,0.603,0.083,NA,NA,NA,72.5,NA,0.1,0,0.1,0.262
1952-53,26,BOS,NBA,SG,6,201,11.3,0.472,0.533,NA,NA,NA,17.2,NA,0.3,0,0.3,0.071
1953-54,27,BOS,NBA,SG,6,206,18.7,0.549,0.617,NA,NA,NA,12.1,NA,0.8,0.1,0.9,0.208
1954-55,28,BOS,NBA,SG,7,290,19.6,0.572,0.345,NA,NA,NA,21.6,NA,1.1,-0.1,1,0.17
1955-56,29,BOS,NBA,SG,3,119,14.7,0.486,0.37,NA,NA,NA,16.6,NA,0.2,0.1,0.4,0.142
1956-57,30,BOS,NBA,SG,10,377,16.5,0.469,0.325,NA,NA,NA,12.5,NA,0.8,0.5,1.3,0.164
1957-58,31,BOS,NBA,SG,11,406,17.3,0.472,0.253,NA,NA,NA,10.7,NA,1,0.5,1.5,0.175
1958-59,32,BOS,NBA,SG,11,322,17.5,0.505,0.306,NA,NA,NA,12.1,NA,0.8,0.5,1.3,0.194
1959-60,33,BOS,NBA,SG,13,364,16,0.471,0.254,NA,NA,NA,8,NA,0.6,0.5,1.1,0.15
1960-61,34,BOS,NBA,SG,10,261,18.8,0.564,0.271,NA,NA,NA,9.6,NA,1.1,0.3,1.4,0.257
Career,NA,,NBA,,78,2573,17.1,0.502,0.322,NA,NA,NA,13.4,NA,6.8,2.5,9.3,0.174
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,BOS,NBA,,78,2573,17.1,0.502,0.322,NA,NA,NA,13.4,NA,6.8,2.5,9.3,0.174
