,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1951-52,25,BOS,NBA,,7,12,1,1,,7,4,15
1952-53,26,BOS,NBA,,8,,11,11,,,6,18
1953-54,27,BOS,NBA,,8,20,16,18,,5,6,26
1954-55,28,BOS,NBA,,12,,10,,,,6,32
1955-56,29,BOS,NBA,,8,21,8,9,,6,4,24
1956-57,30,BOS,NBA,,13,31,12,13,9,,6,36
1957-58,31,BOS,NBA,,11,26,12,13,8,,5,32
1958-59,32,BOS,NBA,,14,30,12,12,6,,5,29
1959-60,33,BOS,NBA,,13,30,7,10,6,4,6,30
1960-61,34,BOS,NBA,,10,18,10,10,,3,4,30
Career,,,,,14,,16,,,,6,36
