Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,22,BOS,NBA,C,24,0,5.6,0.5,1.3,0.4,0,0,0,0.5,1.2,0.414,0.4,0.5,1.1,0.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5
2001-02,23,CHH,NBA,C,15,0,5.1,0.5,1.3,0.4,0,0,NA,0.5,1.3,0.4,0.4,0,0,NA,0.3,1.4,1.7,0.3,0.2,0.1,0.5,0.8,1.1
2002-03,24,NOH,NBA,C,51,1,12.6,1.7,3.4,0.52,0,0,NA,1.7,3.4,0.52,0.52,0.5,0.8,0.659,1.2,2.3,3.5,0.4,0.4,0.9,0.9,1.7,4
2003-04,25,TOR,NBA,PF,35,1,11.9,1.1,2.4,0.476,0,0,0,1.1,2.4,0.482,0.476,0.6,1.1,0.579,1.2,2.1,3.2,0.2,0.5,0.3,0.7,1.2,2.9
2004-05,26,TOT,NBA,C-PF,20,1,6,0.5,0.9,0.5,0,0.1,0,0.5,0.9,0.529,0.5,0.5,0.7,0.769,0.5,1.4,1.9,0.1,0.2,0.3,0.4,0.7,1.4
2004-05,26,TOR,NBA,C,8,1,8.6,0.4,1.1,0.333,0,0.1,0,0.4,1,0.375,0.333,1,1.1,0.889,0.8,2.1,2.9,0,0.3,0.4,0.8,0.9,1.8
2004-05,26,NJN,NBA,C,8,0,3,0.4,0.5,0.75,0,0,NA,0.4,0.5,0.75,0.75,0.3,0.5,0.5,0.4,0.5,0.9,0,0,0.1,0.1,0.3,1
2004-05,26,CLE,NBA,PF,4,0,6.8,0.8,1.3,0.6,0,0,NA,0.8,1.3,0.6,0.6,0,0,NA,0.3,1.5,1.8,0.3,0.3,0.5,0,1,1.5
Career,NA,,NBA,,145,3,9.6,1.1,2.2,0.489,0,0,0,1.1,2.2,0.494,0.489,0.5,0.8,0.593,0.9,1.9,2.7,0.3,0.3,0.5,0.7,1.3,2.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NOH,NBA,,51,1,12.6,1.7,3.4,0.52,0,0,NA,1.7,3.4,0.52,0.52,0.5,0.8,0.659,1.2,2.3,3.5,0.4,0.4,0.9,0.9,1.7,4
2 seasons,NA,TOR,NBA,,43,2,11.3,1,2.2,0.462,0,0,0,1,2.1,0.473,0.462,0.7,1.1,0.638,1.1,2.1,3.2,0.2,0.4,0.3,0.7,1.1,2.7
1 season,NA,BOS,NBA,,24,0,5.6,0.5,1.3,0.4,0,0,0,0.5,1.2,0.414,0.4,0.5,1.1,0.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5
1 season,NA,CHH,NBA,,15,0,5.1,0.5,1.3,0.4,0,0,NA,0.5,1.3,0.4,0.4,0,0,NA,0.3,1.4,1.7,0.3,0.2,0.1,0.5,0.8,1.1
1 season,NA,NJN,NBA,,8,0,3,0.4,0.5,0.75,0,0,NA,0.4,0.5,0.75,0.75,0.3,0.5,0.5,0.4,0.5,0.9,0,0,0.1,0.1,0.3,1
1 season,NA,CLE,NBA,,4,0,6.8,0.8,1.3,0.6,0,0,NA,0.8,1.3,0.6,0.6,0,0,NA,0.3,1.5,1.8,0.3,0.3,0.5,0,1,1.5
