,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,22,BOS,NBA,C,24,135,,,,65%,35%,-4.6,-2.3,10,4,18,4,7,0,7,0,3
2001-02,23,CHH,NBA,C,15,76,,,22%,40%,38%,+3.5,+2.6,2,2,4,3,0,0,8,0,3
2002-03,24,NOH,NBA,C,51,644,,,1%,91%,8%,+1.5,-1.0,19,15,46,7,20,0,49,5,6
2003-04,25,TOR,NBA,PF,35,417,,,,53%,47%,-3.2,+0.2,8,12,26,1,18,0,18,3,5
2004-05,26,TOT,NBA,C-PF,20,120,,,5%,33%,63%,-16.1,-15.4,1,3,7,1,6,0,3,1,2
2004-05,26,TOR,NBA,C,8,69,,,,22%,78%,-10.4,-9.0,1,2,3,1,4,0,0,1,2
2004-05,26,NJN,NBA,C,8,24,,,,10%,90%,+6.0,+7.8,0,1,1,0,2,0,0,0,0
2004-05,26,CLE,NBA,PF,4,27,,,21%,79%,,-44.4,-45.6,0,0,3,0,0,0,3,0,0
Career,,,NBA,,145,1392,,,2%,69%,29%,-1.9,-1.8,40,36,101,16,51,0,85,9,19
,,,,,,,,,,,,,,,,,,,,,,
1 season,,NOH,NBA,,51,644,,,1%,91%,8%,+1.5,-1.0,19,15,46,7,20,0,49,5,6
2 seasons,,TOR,NBA,,43,486,,,,49%,51%,-4.2,-1.1,9,14,29,2,22,0,18,4,7
1 season,,BOS,NBA,,24,135,,,,65%,35%,-4.6,-2.3,10,4,18,4,7,0,7,0,3
1 season,,CHH,NBA,,15,76,,,22%,40%,38%,+3.5,+2.6,2,2,4,3,0,0,8,0,3
1 season,,NJN,NBA,,8,24,,,,10%,90%,+6.0,+7.8,0,1,1,0,2,0,0,0,0
1 season,,CLE,NBA,,4,27,,,21%,79%,,-44.4,-45.6,0,0,3,0,0,0,3,0,0
