Season,Team,Lg,Salary
1985-86,Washington Bullets,NBA,"$100,000"
1987-88,New Jersey Nets,NBA,"$75,000"
1988-89,Atlanta Hawks,NBA,"$100,000"
Career,(may be incomplete),,"$275,000"
