,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,UTA,NBA,PF,27,127,,,30%,59%,12%,-1.7,-6.9,8,2,13,0,8,0,12,0,6
2001-02,25,UTA,NBA,PF,75,1295,,,21%,74%,5%,+3.1,+2.7,36,17,76,6,43,0,182,13,38
2002-03,26,UTA,NBA,PF,82,1321,,,9%,91%,1%,+2.5,-0.9,43,11,68,7,46,0,189,7,32
2003-04,27,HOU,NBA,PF,58,547,,,2%,81%,17%,+7.3,+6.2,11,6,36,5,12,0,55,4,11
2004-05,28,HOU,NBA,PF,66,942,,,1%,92%,7%,+12.4,+10.0,15,9,65,4,14,0,129,2,19
2005-06,29,NJN,NBA,PF,62,718,,,,93%,7%,-7.7,-11.1,12,6,50,2,14,2,95,3,11
2006-07,30,TOT,NBA,PF,31,231,,,,52%,48%,+3.1,+3.2,5,1,16,1,5,2,20,1,4
2006-07,30,HOU,NBA,PF,24,198,,,,55%,45%,+7.7,+2.1,4,1,16,1,4,1,20,1,4
2006-07,30,MEM,NBA,PF,7,33,,,2%,34%,64%,-24.7,-19.3,1,0,0,0,1,1,0,0,0
Career,,,NBA,,401,5181,,,8%,83%,8%,+3.5,+1.3,130,52,324,25,142,4,682,30,121
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,UTA,NBA,,184,2743,,,15%,81%,4%,+2.6,+0.5,87,30,157,13,97,0,383,20,76
3 seasons,,HOU,NBA,,148,1687,,,1%,84%,15%,+10.2,+7.8,30,16,117,10,30,1,204,7,34
1 season,,NJN,NBA,,62,718,,,,93%,7%,-7.7,-11.1,12,6,50,2,14,2,95,3,11
1 season,,MEM,NBA,,7,33,,,2%,34%,64%,-24.7,-19.3,1,0,0,0,1,1,0,0,0
