,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,UTA,NBA,PF,27,127,.419,11.9,.791,.442,.070,.047,.233,.209,.382,.579,.000,.500,.100,.556,.462,.000,0,1.000,.000,,1,0
2001-02,25,UTA,NBA,PF,75,1295,.476,11.3,.714,.430,.071,.063,.149,.286,.493,.559,.286,.480,.407,.434,.640,.023,9,.959,.115,.615,0,0
2002-03,26,UTA,NBA,PF,82,1321,.402,14.5,.686,.270,.078,.078,.260,.314,.431,.544,.182,.455,.382,.338,.760,.031,11,.978,.038,.200,0,0
2003-04,27,HOU,NBA,PF,58,547,.443,14.7,.611,.311,.030,.096,.174,.389,.451,.519,.200,.438,.379,.431,.630,.006,1,.929,.246,.563,0,0
2004-05,28,HOU,NBA,PF,66,942,.421,18.1,.459,.197,.030,.039,.193,.541,.449,.457,.571,.556,.400,.397,.708,.021,4,.980,.175,.273,0,0
2005-06,29,NJN,NBA,PF,62,718,.353,18.2,.398,.209,.010,.040,.139,.602,.363,.429,.500,.125,.321,.347,.759,.000,0,1.000,.331,.450,0,0
2006-07,30,TOT,NBA,PF,31,231,.286,16.7,.411,.268,.036,.018,.089,.589,.348,.467,.000,1.000,.000,.242,.625,.018,1,.875,.242,.375,0,0
2006-07,30,HOU,NBA,PF,24,198,.306,16.8,.408,.265,.041,.020,.082,.592,.350,.462,.000,1.000,.000,.276,.571,.020,1,.875,.276,.375,0,0
2006-07,30,MEM,NBA,PF,7,33,.143,16.6,.429,.286,.000,.000,.143,.571,.333,.500,,,.000,.000,1.000,.000,0,,.000,,0,0
Career,,,NBA,,401,5181,.418,14.7,.605,.302,.053,.062,.188,.395,.444,.526,.250,.447,.367,.378,.686,.019,26,.969,.173,.433,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,UTA,NBA,,184,2743,.437,12.9,.704,.352,.074,.070,.208,.296,.457,.554,.219,.467,.374,.388,.686,.026,20,.970,.071,.500,1,0
3 seasons,,HOU,NBA,,148,1687,.416,16.7,.510,.247,.031,.058,.174,.490,.441,.486,.357,.500,.372,.391,.663,.016,6,.953,.209,.391,0,0
1 season,,NJN,NBA,,62,718,.353,18.2,.398,.209,.010,.040,.139,.602,.363,.429,.500,.125,.321,.347,.759,.000,0,1.000,.331,.450,0,0
1 season,,MEM,NBA,,7,33,.143,16.6,.429,.286,.000,.000,.143,.571,.333,.500,,,.000,.000,1.000,.000,0,,.000,,0,0
