,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,25,UTA,NBA,PF,4,47,,,3%,97%,,+19.1,+28.1,3,1,3,0,2,0,5,1,1
2002-03,26,UTA,NBA,PF,4,53,,,5%,95%,,-16.0,-6.1,5,0,3,0,1,0,8,0,0
2003-04,27,HOU,NBA,PF,4,14,,,,28%,72%,+28.3,+36.8,1,0,1,0,0,0,0,0,0
2004-05,28,HOU,NBA,PF,7,109,,,,96%,4%,-8.7,-8.5,3,0,12,0,1,0,10,0,1
2005-06,29,NJN,NBA,PF,3,9,,,,92%,8%,+37.5,+39.3,0,0,2,0,0,0,0,0,0
Career,,,NBA,,22,232,,,2%,92%,7%,-0.7,+4.1,12,1,21,0,4,0,23,1,2
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,HOU,NBA,,11,123,,,,88%,12%,-4.5,-3.3,4,0,13,0,1,0,10,0,1
2 seasons,,UTA,NBA,,8,100,,,4%,96%,,+0.5,+10.0,8,1,6,0,3,0,13,1,1
1 season,,NJN,NBA,,3,9,,,,92%,8%,+37.5,+39.3,0,0,2,0,0,0,0,0,0
