,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,24,MIA,NBA,SF,62,1051,.409,13.1,.615,.372,.105,.024,.113,.385,.461,.587,.269,.333,.250,.326,.600,.093,20,.935,.453,.349,1,0
2015-16,25,TOT,NBA,SF,22,329,.478,14.3,.487,.372,.044,.009,.062,.513,.509,.595,.200,.000,.286,.448,.714,.097,10,.885,.276,.563,0,0
2015-16,25,MIA,NBA,SF,3,7,,,,,,,,,,,,,,,,,0,,,,0,0
2015-16,25,MEM,NBA,SF,10,40,.308,18.1,.385,.231,.000,.000,.154,.615,.400,.667,,,.000,.250,.500,.077,1,1.000,.125,1.000,0,0
2015-16,25,NOP,NBA,SF,9,282,.500,13.8,.500,.390,.050,.010,.050,.500,.520,.590,.200,.000,.400,.480,.731,.100,9,.875,.300,.533,0,0
2016-17,26,MEM,NBA,SF,64,1501,.455,13.1,.573,.421,.075,.012,.065,.427,.516,.600,.250,.500,.286,.372,.621,.059,17,.941,.409,.393,1,0
2017-18,27,TOT,NBA,SF,72,1604,.474,12.7,.602,.349,.120,.070,.063,.398,.567,.716,.261,.519,.375,.333,.695,.078,26,1.000,.333,.333,0,0
2017-18,27,MEM,NBA,SF,45,1053,.486,12.5,.622,.365,.099,.086,.072,.378,.565,.716,.273,.421,.375,.357,.641,.095,18,1.000,.345,.379,0,0
2017-18,27,DET,NBA,SF,27,551,.457,13.1,.574,.327,.148,.049,.049,.426,.570,.717,.250,.750,.375,.304,.774,.056,8,1.000,.319,.273,0,0
2018-19,28,TOT,NBA,SF,58,1230,.469,14.3,.469,.367,.075,.017,.010,.531,.601,.667,.364,.400,.333,.353,.723,.082,22,.982,.506,.392,0,0
2018-19,28,HOU,NBA,SF,40,949,.493,14.9,.431,.355,.071,.000,.005,.569,.659,.707,.400,,1.000,.367,.717,.076,16,.977,.475,.421,0,0
2018-19,28,PHI,NBA,SF,18,281,.410,12.6,.566,.398,.084,.060,.024,.434,.489,.576,.286,.400,.000,.306,.739,.096,6,1.000,.611,.318,0,0
2019-20,29,TOT,NBA,SF,61,1053,.435,14.0,.527,.374,.088,.034,.031,.473,.523,.655,.192,.100,.333,.338,.716,.092,21,.915,.360,.420,2,0
2019-20,29,PHI,NBA,SF,49,776,.442,13.6,.531,.381,.097,.027,.027,.469,.525,.651,.182,.000,.500,.349,.698,.093,17,1.000,.415,.432,1,0
2019-20,29,ORL,NBA,SF,12,277,.412,15.4,.515,.353,.059,.059,.044,.485,.514,.667,.250,.250,.000,.303,.778,.088,4,.600,.182,.333,1,0
Career,,,NBA,,339,6768,.453,13.5,.554,.376,.090,.032,.056,.446,.533,.644,.262,.396,.304,.354,.676,.081,116,.950,.400,.390,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MEM,NBA,,119,2594,.464,13.0,.588,.394,.083,.041,.070,.412,.535,.644,.261,.435,.308,.362,.629,.074,36,.964,.376,.395,1,0
2 seasons,,PHI,NBA,,67,1057,.434,13.4,.540,.385,.094,.036,.026,.460,.515,.630,.207,.182,.375,.338,.709,.094,23,1.000,.465,.394,1,0
2 seasons,,MIA,NBA,,65,1058,.409,13.1,.615,.372,.105,.024,.113,.385,.461,.587,.269,.333,.250,.326,.600,.093,20,.935,.453,.349,1,0
1 season,,HOU,NBA,,40,949,.493,14.9,.431,.355,.071,.000,.005,.569,.659,.707,.400,,1.000,.367,.717,.076,16,.977,.475,.421,0,0
1 season,,DET,NBA,,27,551,.457,13.1,.574,.327,.148,.049,.049,.426,.570,.717,.250,.750,.375,.304,.774,.056,8,1.000,.319,.273,0,0
1 season,,ORL,NBA,,12,277,.412,15.4,.515,.353,.059,.059,.044,.485,.514,.667,.250,.250,.000,.303,.778,.088,4,.600,.182,.333,1,0
1 season,,NOP,NBA,,9,282,.500,13.8,.500,.390,.050,.010,.050,.500,.520,.590,.200,.000,.400,.480,.731,.100,9,.875,.300,.533,0,0
