,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,24,MIA,NBA,SF,62,1051,,15%,66%,18%,1%,+0.5,+4.4,17,13,42,6,46,2,112,9,25
2015-16,25,TOT,NBA,SF,22,329,,69%,29%,3%,,-6.7,-5.4,1,14,11,2,14,1,42,2,5
2015-16,25,MIA,NBA,SF,3,7,,,100%,,,0.0,-2.0,0,0,0,0,0,0,2,0,0
2015-16,25,MEM,NBA,SF,10,40,,32%,46%,22%,,-24.4,-22.3,1,1,0,0,5,0,4,0,0
2015-16,25,NOP,NBA,SF,9,282,,75%,25%,,,-4.4,-0.6,0,13,11,2,9,1,36,2,5
2016-17,26,MEM,NBA,SF,64,1501,,11%,72%,17%,,+1.6,+1.3,25,20,75,10,48,11,151,8,30
2017-18,27,TOT,NBA,SF,72,1604,,5%,85%,11%,,-4.8,-1.9,29,9,43,7,52,6,162,11,24
2017-18,27,MEM,NBA,SF,45,1053,,4%,80%,16%,,-4.8,+2.4,22,5,22,5,30,4,110,5,12
2017-18,27,DET,NBA,SF,27,551,,5%,95%,,,-4.9,-5.5,7,4,21,2,22,2,52,6,12
2018-19,28,TOT,NBA,SF,58,1230,,13%,71%,16%,,+0.1,-4.5,14,6,56,11,42,9,96,7,13
2018-19,28,HOU,NBA,SF,40,949,,6%,74%,20%,,+0.2,-6.3,8,5,39,8,31,8,65,6,9
2018-19,28,PHI,NBA,SF,18,281,,37%,60%,3%,,-0.2,-3.3,6,1,17,3,11,1,31,1,4
2019-20,29,TOT,NBA,SF,61,1053,,3%,85%,11%,,+1.0,+0.5,19,11,54,10,35,9,126,6,20
2019-20,29,PHI,NBA,SF,49,776,,5%,92%,3%,,+1.7,-0.7,12,8,41,8,26,7,95,5,15
2019-20,29,ORL,NBA,SF,12,277,,,67%,33%,,-0.9,+0.1,7,3,13,2,9,2,31,1,5
Career,,,NBA,,339,6768,,12%,74%,14%,,-0.9,-0.5,105,73,281,46,237,38,689,43,117
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MEM,NBA,,119,2594,,9%,75%,17%,,-1.4,+1.4,48,26,97,15,83,15,265,13,42
2 seasons,,PHI,NBA,,67,1057,,13%,84%,3%,,+1.2,-1.4,18,9,58,11,37,8,126,6,19
2 seasons,,MIA,NBA,,65,1058,,15%,66%,18%,,+0.5,+4.4,17,13,42,6,46,2,114,9,25
1 season,,HOU,NBA,,40,949,,6%,74%,20%,,+0.2,-6.3,8,5,39,8,31,8,65,6,9
1 season,,DET,NBA,,27,551,,5%,95%,,,-4.9,-5.5,7,4,21,2,22,2,52,6,12
1 season,,ORL,NBA,,12,277,,,67%,33%,,-0.9,+0.1,7,3,13,2,9,2,31,1,5
1 season,,NOP,NBA,,9,282,,75%,25%,,,-4.4,-0.6,0,13,11,2,9,1,36,2,5
