,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,20,GSW,NBA,25:53,6,9,0,0,6,9,4,4,4,6,9,2,1,3,2,4,13,13.4
2008-09,21,GSW,NBA,33:32,10,13,0,1,10,13,6,8,6,8,13,4,2,4,3,4,25,22.4
2010-11,23,TOT,NBA,29:17,5,12,0,0,5,12,5,6,5,6,11,2,2,2,3,3,15,16.1
2010-11,23,GSW,NBA,24:28,5,8,0,0,5,8,3,4,2,5,6,2,2,2,2,3,11,11.7
2010-11,23,NJN,NBA,29:17,5,12,0,0,5,12,5,6,5,6,11,2,2,2,3,3,15,16.1
2011-12,24,DAL,NBA,36:05,8,11,0,1,8,11,4,6,5,7,9,2,2,7,2,5,17,17.9
2012-13,25,DAL,NBA,32:58,11,16,0,1,11,16,4,7,6,7,13,3,2,5,3,4,23,20.7
2013-14,26,DAL,NBA,32:15,10,13,0,0,10,13,6,7,5,6,11,3,3,4,3,5,23,23.6
2014-15,27,TOT,NBA,37:49,8,12,0,1,8,12,6,7,6,8,12,3,4,7,3,3,18,20.6
2014-15,27,DAL,NBA,25:32,6,11,0,0,6,11,6,7,6,5,11,2,4,4,2,3,14,19.3
2014-15,27,BOS,NBA,14:51,3,5,0,0,3,5,1,2,2,3,3,3,1,1,3,1,6,5.7
2014-15,27,PHO,NBA,37:49,8,12,0,1,8,12,4,6,5,8,12,3,3,7,3,3,18,20.6
2015-16,28,MEM,NBA,27:41,7,10,0,0,7,10,4,7,4,6,6,3,3,4,3,3,15,11.9
2016-17,29,MEM,NBA,31:55,7,10,0,1,7,10,4,4,4,4,6,2,2,3,3,3,17,15.4
2017-18,30,TOT,NBA,26:45,5,9,0,0,5,9,5,6,5,6,9,3,2,4,1,3,13,18.0
2017-18,30,MEM,NBA,26:45,5,9,0,0,5,9,5,6,5,6,9,3,2,4,1,3,13,18.0
2017-18,30,HOU,NBA,15:20,2,3,0,0,2,3,0,0,1,1,2,0,0,1,0,3,4,3.2
Career,,,,37:49,11,16,0,1,11,16,6,8,6,8,13,4,4,7,3,5,25,23.6
4 Seasons,,DAL,NBA,36:05,11,16,0,1,11,16,6,7,6,7,13,3,4,7,3,5,23,23.6
3 Seasons,,GSW,NBA,33:32,10,13,0,1,10,13,6,8,6,8,13,4,2,4,3,4,25,22.4
3 Seasons,,MEM,NBA,31:55,7,10,0,1,7,10,5,7,5,6,9,3,3,4,3,3,17,18.0
1 Season,,PHO,NBA,37:49,8,12,0,1,8,12,4,6,5,8,12,3,3,7,3,3,18,20.6
1 Season,,NJN,NBA,29:17,5,12,0,0,5,12,5,6,5,6,11,2,2,2,3,3,15,16.1
1 Season,,BOS,NBA,14:51,3,5,0,0,3,5,1,2,2,3,3,3,1,1,3,1,6,5.7
1 Season,,HOU,NBA,15:20,2,3,0,0,2,3,0,0,1,1,2,0,0,1,0,3,4,3.2
