,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,19,PHO,NBA,PF,43,574,,,,69%,31%,-2.5,+4.0,12,9,41,4,5,2,49,2,2
2017-18,20,PHO,NBA,PF,82,2069,,,,66%,34%,-11.3,-3.5,64,21,103,8,21,9,298,5,24
2018-19,21,PHO,NBA,PF,46,826,,,,57%,43%,-9.1,-0.1,18,9,65,5,28,2,138,10,4
2019-20,22,TOT,NBA,SF,16,286,,,8%,78%,14%,+0.4,-1.1,12,2,29,4,8,1,64,2,8
2019-20,22,MIL,NBA,SF,7,91,,,,93%,8%,+23.8,+12.9,4,1,13,0,2,0,21,1,4
2019-20,22,GSW,NBA,SF,9,195,,,12%,71%,17%,-11.2,-2.5,8,1,16,4,6,1,43,1,4
Career,,,NBA,,187,3755,,,1%,66%,34%,-8.6,-1.4,106,41,238,21,62,14,549,19,38
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHO,NBA,,171,3469,,,,65%,35%,-9.3,-1.5,94,39,209,17,54,13,485,17,30
1 season,,GSW,NBA,,9,195,,,12%,71%,17%,-11.2,-2.5,8,1,16,4,6,1,43,1,4
1 season,,MIL,NBA,,7,91,,,,93%,8%,+23.8,+12.9,4,1,13,0,2,0,21,1,4
