,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,21,CLE,NBA,SF,44,947,.425,13.5,.703,.291,.147,.069,.196,.297,.488,.640,.311,.286,.467,.275,.638,.088,26,.920,.374,.235,1,0
2011-12,22,TOT,NBA,SF,7,102,.240,12.4,.880,.320,.080,.120,.360,.120,.227,.500,.500,.000,.000,.333,.400,.120,2,1.000,.333,.000,0,0
2011-12,22,CLE,NBA,SF,6,83,.158,13.2,.895,.316,.000,.158,.421,.105,.118,.333,,.000,.000,.500,.500,.105,1,1.000,.000,,0,0
2011-12,22,LAL,NBA,SF,1,19,.500,10.0,.833,.333,.333,.000,.167,.167,.600,1.000,.500,,.000,.000,.333,.167,1,,1.000,.000,0,0
Career,,,NBA,,51,1049,.411,13.5,.716,.293,.142,.073,.208,.284,.464,.629,.319,.250,.406,.277,.627,.091,28,.923,.372,.229,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,50,1030,.409,13.5,.714,.292,.138,.074,.209,.286,.461,.621,.311,.250,.412,.280,.636,.089,27,.923,.366,.235,1,0
1 season,,LAL,NBA,,1,19,.500,10.0,.833,.333,.333,.000,.167,.167,.600,1.000,.500,,.000,.000,.333,.167,1,,1.000,.000,0,0
