Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2017-18,26,MIA,NBA,SG,4,0,16,3,11.9,0.25,0,6,0,3,6,0.5,0,0,NA,0,11.9,11.9,0,0,0,0,9,6,NA,53,115
Career,NA,,NBA,,4,0,16,3,11.9,0.25,0,6,0,3,6,0.5,0,0,NA,0,11.9,11.9,0,0,0,0,9,6,NA,53,115
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIA,NBA,,4,0,16,3,11.9,0.25,0,6,0,3,6,0.5,0,0,NA,0,11.9,11.9,0,0,0,0,9,6,NA,53,115
