,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,25,MIA,NBA,SG,78,1966,.413,15.2,.522,.215,.185,.059,.061,.478,.488,.707,.341,.296,.321,.332,.470,.028,12,.986,.541,.345,2,0
2017-18,26,MIA,NBA,SG,18,299,.493,14.3,.521,.219,.178,.055,.068,.479,.553,.875,.308,.500,.200,.429,.571,.000,0,.867,.657,.348,0,0
2018-19,27,MIA,NBA,SG,66,1550,.403,15.2,.512,.197,.217,.082,.015,.488,.453,.582,.400,.316,.286,.351,.430,.013,5,.937,.342,.364,1,0
2019-20,28,LAC,NBA,SG,50,749,.391,15.2,.494,.186,.244,.058,.006,.506,.506,.621,.447,.444,.000,.278,.718,.013,2,1.000,.468,.216,0,0
Career,,,NBA,,212,4564,.411,15.1,.514,.204,.205,.068,.036,.486,.481,.660,.381,.333,.293,.338,.496,.018,19,.958,.458,.332,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIA,NBA,,162,3815,.414,15.1,.517,.207,.199,.069,.040,.483,.477,.665,.369,.319,.300,.348,.461,.019,17,.952,.456,.352,3,0
1 season,,LAC,NBA,,50,749,.391,15.2,.494,.186,.244,.058,.006,.506,.506,.621,.447,.444,.000,.278,.718,.013,2,1.000,.468,.216,0,0
