Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,WSA,ABA,PG,7,NA,129,1.4,3.1,0.455,0,0,NA,1.4,3.1,0.455,0,0,NA,NA,NA,6.1,5.3,NA,NA,1.7,5.3,2.8
1970-71,24,VIR,ABA,PG,12,NA,214,2.9,6.7,0.425,0,0.3,0,2.9,6.4,0.447,3.2,4.7,0.679,3,3.2,6.2,4.5,NA,NA,3,6.2,8.9
1971-72,25,VIR,ABA,PG,11,NA,382,4.4,10,0.443,0.1,0.3,0.333,4.3,9.7,0.447,1.9,2.8,0.667,NA,NA,5.4,4.2,NA,NA,3.7,3.9,10.8
1972-73,26,VIR,ABA,PG,5,NA,169,2.8,8.1,0.342,0.2,0.4,0.5,2.6,7.7,0.333,3,3.2,0.933,0.9,3.6,4.5,3,NA,NA,3.8,4,8.7
1973-74,27,VIR,ABA,PG,5,NA,167,3.4,11.6,0.296,0.2,1.3,0.167,3.2,10.3,0.313,1.3,2.4,0.545,2.6,2.8,5.4,5.4,1.7,0.6,3.7,2.4,8.4
1974-75,28,DNA,ABA,PG,13,NA,275,3.8,8.4,0.453,0,0.1,0,3.8,8.2,0.46,2,2.5,0.789,2.1,2.9,5,4.8,3.5,0.3,2,4.7,9.6
1976-77,30,DEN,NBA,PG,1,NA,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0
Career,NA,,TOT,,54,NA,1337,3.4,8.4,0.406,0.1,0.4,0.214,3.3,8.1,0.415,2,2.8,0.718,2.2,3.1,5.4,4.5,2.8,0.4,3,4.4,8.9
,NA,,ABA,,53,NA,1336,3.4,8.4,0.406,0.1,0.4,0.214,3.3,8.1,0.415,2,2.8,0.718,2.2,3.1,5.4,4.5,2.9,0.4,3,4.4,8.9
,NA,,NBA,,1,NA,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"WSA,VIR",ABA,,40,NA,1061,3.3,8.4,0.394,0.1,0.4,0.231,3.2,8,0.403,2,2.9,0.702,2.2,3.2,5.5,4.4,1.7,0.6,3.3,4.3,8.8
2 seasons,NA,"DNA,DEN",ABA,,14,NA,276,3.8,8.3,0.453,0,0.1,0,3.8,8.2,0.46,2,2.5,0.789,2.1,2.9,5,4.8,3.5,0.3,2,4.7,9.5
