,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,WSA,ABA,,8,,1,,,,8,10,,,,,,,,,22
1970-71,24,VIR,ABA,,7,,1,,,,8,12,,,,,,,,,17
1971-72,25,VIR,ABA,,9,,1,,,,7,10,,,,,,,,,21
1972-73,26,VIR,ABA,,10,,1,,,,10,13,,,,,,,,,30
1973-74,27,VIR,ABA,,8,,1,,,,8,9,,,,,,,,,22
1974-75,28,DNA,ABA,,7,,3,,,,8,8,,,,,,,,,18
1975-76,29,VIR,ABA,,8,,2,,,,7,10,,,,,,,,,22
1976-77,30,DEN,NBA,,5,,,,,,3,5,,,10,11,,,,,11
Career,,,TOT,,10,,,,,,10,13,,,,,,,,,30
,,,NBA,,5,,,,,,3,5,,,10,11,,,,,11
,,,ABA,,10,,3,,,,10,13,,,,,,,,,30
,,,,,,,,,,,,,,,,,,,,,
6 Seasons,,"VIR,WSA",ABA,,10,,2,,,,10,13,,,,,,,,,30
2 Seasons,,"DEN,DNA",ABA,,7,,,,,,8,8,,,,,,,,,18
