Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,SFW,NBA,C,31,NA,559,4.4,10.1,0.433,2.9,5.3,0.549,NA,NA,13.9,1.9,NA,NA,NA,5.2,11.7
1969-70,24,SFW,NBA,C,63,NA,685,4.3,8.8,0.491,3.2,5.1,0.619,NA,NA,12.1,1.3,NA,NA,NA,5.7,11.8
1970-71,25,POR,NBA,C,80,NA,1823,5.1,10.4,0.488,2.8,4.3,0.656,NA,NA,12.4,3.8,NA,NA,NA,5.2,13
1971-72,26,POR,NBA,C,81,NA,2693,4.7,9,0.525,3.2,4.4,0.739,NA,NA,11.5,3.8,NA,NA,NA,3.7,12.7
1972-73,27,PHI,NBA,C,78,NA,1136,5.3,10,0.524,2.7,3.9,0.699,NA,NA,11.2,3.3,NA,NA,NA,5.3,13.2
1973-74,28,ATL,NBA,C,57,NA,547,4.1,8.9,0.467,2.5,3.3,0.76,3.6,6.6,10.2,3,1.6,1.4,NA,5.5,10.8
1974-75,29,BUF,NBA,C,76,NA,962,3.4,6.7,0.517,3.1,4.5,0.694,2.9,7,9.9,3.9,0.7,1.6,NA,6.1,10
1975-76,30,BUF,NBA,C,71,NA,773,2.8,5.7,0.5,2.5,3.8,0.667,2.7,7.7,10.4,3.7,0.6,0.8,NA,6.6,8.2
1976-77,31,PHO,NBA,C,39,NA,337,2.8,7.7,0.361,1.9,3.3,0.581,3.2,5.3,8.5,4.1,0.9,0.9,NA,6.6,7.5
1977-78,32,POR,NBA,C,10,NA,109,2.6,6.3,0.421,3,5.9,0.5,1.7,5.3,6.9,5.9,1,0.7,5,6.6,8.3
Career,NA,,NBA,,586,NA,9624,4.4,8.9,0.497,2.9,4.3,0.678,3,6.8,11.3,3.4,0.9,1.2,5,5.1,11.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,POR,NBA,,171,NA,4625,4.8,9.5,0.507,3.1,4.4,0.699,1.7,5.3,11.8,3.9,1,0.7,5,4.4,12.7
2 seasons,NA,BUF,NBA,,147,NA,1735,3.2,6.2,0.51,2.9,4.2,0.683,2.8,7.3,10.1,3.8,0.6,1.2,NA,6.3,9.2
2 seasons,NA,SFW,NBA,,94,NA,1244,4.3,9.4,0.463,3,5.2,0.587,NA,NA,12.9,1.6,NA,NA,NA,5.5,11.7
1 season,NA,PHI,NBA,,78,NA,1136,5.3,10,0.524,2.7,3.9,0.699,NA,NA,11.2,3.3,NA,NA,NA,5.3,13.2
1 season,NA,ATL,NBA,,57,NA,547,4.1,8.9,0.467,2.5,3.3,0.76,3.6,6.6,10.2,3,1.6,1.4,NA,5.5,10.8
1 season,NA,PHO,NBA,,39,NA,337,2.8,7.7,0.361,1.9,3.3,0.581,3.2,5.3,8.5,4.1,0.9,0.9,NA,6.6,7.5
