Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,SFW,NBA,C,31,NA,559,68,157,0.433,45,82,0.549,NA,NA,216,30,NA,NA,NA,81,181
1969-70,24,SFW,NBA,C,63,NA,685,82,167,0.491,60,97,0.619,NA,NA,231,25,NA,NA,NA,108,224
1970-71,25,POR,NBA,C,80,NA,1823,257,527,0.488,143,218,0.656,NA,NA,629,192,NA,NA,NA,265,657
1971-72,26,POR,NBA,C,81,NA,2693,353,672,0.525,241,326,0.739,NA,NA,860,285,NA,NA,NA,277,947
1972-73,27,PHI,NBA,C,78,NA,1136,166,317,0.524,86,123,0.699,NA,NA,354,103,NA,NA,NA,166,418
1973-74,28,ATL,NBA,C,57,NA,547,63,135,0.467,38,50,0.76,54,101,155,45,25,22,NA,84,164
1974-75,29,BUF,NBA,C,76,NA,962,92,178,0.517,84,121,0.694,78,186,264,104,18,42,NA,163,268
1975-76,30,BUF,NBA,C,71,NA,773,61,122,0.5,54,81,0.667,58,166,224,80,13,17,NA,141,176
1976-77,31,PHO,NBA,C,39,NA,337,26,72,0.361,18,31,0.581,30,50,80,38,8,8,NA,62,70
1977-78,32,POR,NBA,C,10,NA,109,8,19,0.421,9,18,0.5,5,16,21,18,3,2,15,20,25
Career,NA,,NBA,,586,NA,9624,1176,2366,0.497,778,1147,0.678,225,519,3034,920,67,91,15,1367,3130
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,POR,NBA,,171,NA,4625,618,1218,0.507,393,562,0.699,5,16,1510,495,3,2,15,562,1629
2 seasons,NA,BUF,NBA,,147,NA,1735,153,300,0.51,138,202,0.683,136,352,488,184,31,59,NA,304,444
2 seasons,NA,SFW,NBA,,94,NA,1244,150,324,0.463,105,179,0.587,NA,NA,447,55,NA,NA,NA,189,405
1 season,NA,PHI,NBA,,78,NA,1136,166,317,0.524,86,123,0.699,NA,NA,354,103,NA,NA,NA,166,418
1 season,NA,ATL,NBA,,57,NA,547,63,135,0.467,38,50,0.76,54,101,155,45,25,22,NA,84,164
1 season,NA,PHO,NBA,,39,NA,337,26,72,0.361,18,31,0.581,30,50,80,38,8,8,NA,62,70
