Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1974-75,29,BUF,NBA,C,6,NA,40,6.8,11.4,0.6,1.1,3.4,0.333,5.7,9.1,14.8,1.1,1.1,0,NA,6.8,14.8,NA,NA,101
1975-76,30,BUF,NBA,C,8,NA,44,5.2,7.3,0.714,5.2,6.3,0.833,2.1,6.3,8.4,2.1,1,3.1,NA,11.5,15.7,NA,NA,101
Career,NA,,NBA,,14,NA,84,6,9.3,0.647,3.3,4.9,0.667,3.8,7.6,11.5,1.6,1.1,1.6,NA,9.3,15.3,NA,NA,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BUF,NBA,,14,NA,84,6,9.3,0.647,3.3,4.9,0.667,3.8,7.6,11.5,1.6,1.1,1.6,NA,9.3,15.3,NA,NA,101
