Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,SFW,NBA,C,31,NA,18,2.2,5.1,0.433,1.5,2.6,0.549,NA,NA,7,1,NA,NA,NA,2.6,5.8
1969-70,24,SFW,NBA,C,63,NA,10.9,1.3,2.7,0.491,1,1.5,0.619,NA,NA,3.7,0.4,NA,NA,NA,1.7,3.6
1970-71,25,POR,NBA,C,80,NA,22.8,3.2,6.6,0.488,1.8,2.7,0.656,NA,NA,7.9,2.4,NA,NA,NA,3.3,8.2
1971-72,26,POR,NBA,C,81,NA,33.2,4.4,8.3,0.525,3,4,0.739,NA,NA,10.6,3.5,NA,NA,NA,3.4,11.7
1972-73,27,PHI,NBA,C,78,NA,14.6,2.1,4.1,0.524,1.1,1.6,0.699,NA,NA,4.5,1.3,NA,NA,NA,2.1,5.4
1973-74,28,ATL,NBA,C,57,NA,9.6,1.1,2.4,0.467,0.7,0.9,0.76,0.9,1.8,2.7,0.8,0.4,0.4,NA,1.5,2.9
1974-75,29,BUF,NBA,C,76,NA,12.7,1.2,2.3,0.517,1.1,1.6,0.694,1,2.4,3.5,1.4,0.2,0.6,NA,2.1,3.5
1975-76,30,BUF,NBA,C,71,NA,10.9,0.9,1.7,0.5,0.8,1.1,0.667,0.8,2.3,3.2,1.1,0.2,0.2,NA,2,2.5
1976-77,31,PHO,NBA,C,39,NA,8.6,0.7,1.8,0.361,0.5,0.8,0.581,0.8,1.3,2.1,1,0.2,0.2,NA,1.6,1.8
1977-78,32,POR,NBA,C,10,NA,10.9,0.8,1.9,0.421,0.9,1.8,0.5,0.5,1.6,2.1,1.8,0.3,0.2,1.5,2,2.5
Career,NA,,NBA,,586,NA,16.4,2,4,0.497,1.3,2,0.678,0.9,2.1,5.2,1.6,0.3,0.4,1.5,2.3,5.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,POR,NBA,,171,NA,27,3.6,7.1,0.507,2.3,3.3,0.699,0.5,1.6,8.8,2.9,0.3,0.2,1.5,3.3,9.5
2 seasons,NA,BUF,NBA,,147,NA,11.8,1,2,0.51,0.9,1.4,0.683,0.9,2.4,3.3,1.3,0.2,0.4,NA,2.1,3
2 seasons,NA,SFW,NBA,,94,NA,13.2,1.6,3.4,0.463,1.1,1.9,0.587,NA,NA,4.8,0.6,NA,NA,NA,2,4.3
1 season,NA,PHI,NBA,,78,NA,14.6,2.1,4.1,0.524,1.1,1.6,0.699,NA,NA,4.5,1.3,NA,NA,NA,2.1,5.4
1 season,NA,ATL,NBA,,57,NA,9.6,1.1,2.4,0.467,0.7,0.9,0.76,0.9,1.8,2.7,0.8,0.4,0.4,NA,1.5,2.9
1 season,NA,PHO,NBA,,39,NA,8.6,0.7,1.8,0.361,0.5,0.8,0.581,0.8,1.3,2.1,1,0.2,0.2,NA,1.6,1.8
