Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,26,CAR,ABA,PG,4,NA,143,10.8,23.5,0.459,0.6,2.2,0.286,10.2,21.3,0.478,8.6,10.2,0.844,2.5,3.5,6,4.1,1.6,0,3.8,4.5,30.8,NA,110,112
1974-75,27,DNA,ABA,PG,13,NA,444,7.9,17,0.466,0.3,0.8,0.375,7.6,16.1,0.471,8.1,8.5,0.951,0.6,3.6,4.3,7.1,2.4,0.1,4.1,5.2,24.3,NA,115,112
1976-77,29,DEN,NBA,PG,6,NA,112,7.7,16.2,0.475,NA,NA,NA,7.7,16.2,0.475,9.7,11.8,0.828,0.4,3.2,3.7,5.3,0.4,0,NA,5.3,25.1,NA,NA,104
1977-78,30,DEN,NBA,PG,12,NA,135,6.4,14.1,0.452,NA,NA,NA,6.4,14.1,0.452,9.1,9.7,0.931,1,1.7,2.7,7.1,2.4,0,3.7,3.7,21.8,NA,117,109
Career,NA,,TOT,,35,NA,834,8.1,17.5,0.465,0.9,2.7,0.343,7.9,16.7,0.47,8.6,9.5,0.844,1,3.2,4.2,6.3,2,0.1,3.4,4.8,25.1,NA,114,111
,NA,,NBA,,18,NA,247,7,15.1,0.463,NA,NA,NA,7,15.1,0.463,9.4,10.7,0.879,0.7,2.4,3.1,6.2,1.5,0,2,4.4,23.3,NA,117,107
,NA,,ABA,,17,NA,587,8.6,18.6,0.466,0.9,2.7,0.343,8.2,17.4,0.471,8.2,8.9,0.84,1.1,3.6,4.7,6.4,2.2,0.1,4,5,25.9,NA,113,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"DNA,DEN",ABA,,31,NA,691,7.6,16.3,0.465,0.3,0.8,0.375,7.4,15.8,0.468,8.6,9.3,0.921,0.7,3.2,3.9,6.8,2.1,0.1,3.3,4.9,23.9,NA,115,110
2 seasons,NA,CAR,ABA,,4,NA,143,10.8,23.5,0.465,1.3,5.1,0.25,10.2,21.3,0.481,8.6,10.2,0.825,2.5,3.5,6,4.1,1.6,0,3.8,4.5,30.8,NA,110,112
2 seasons,NA,FLO,ABA,,0,NA,0,NA,NA,0.486,NA,NA,0.25,NA,NA,0.492,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAS,ABA,,0,NA,0,NA,NA,0.452,NA,NA,0.571,NA,NA,0.449,NA,NA,0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
