Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,23,KCO,NBA,C,6,NA,29,3.4,5.1,0.667,3.4,5.1,0.667,1.7,15.3,17,8.5,1.7,0,6.8,10.2,NA,NA,93
Career,NA,,NBA,,6,NA,29,3.4,5.1,0.667,3.4,5.1,0.667,1.7,15.3,17,8.5,1.7,0,6.8,10.2,NA,NA,93
