Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,23,KCO,NBA,C,6,29,15.5,0.694,1,3.8,31.7,18.2,25.9,1.7,0,NA,0,0.1,0.1,0.122,NA,0.2,3.9,4.1,0
Career,NA,,NBA,,6,29,15.5,0.694,1,3.8,31.7,18.2,25.9,1.7,0,NA,0,0.1,0.1,0.122,NA,0.2,3.9,4.1,0
