Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,24,BOS,NBA,,66,NA,NA,0.428,0.444,NA,NA,NA,NA,NA,1.9,1.4,3.3,NA
1951-52,25,BOS,NBA,SF,66,1976,12.6,0.429,0.369,NA,NA,NA,NA,NA,1.1,2.1,3.1,0.076
1952-53,26,BOS,NBA,SF,70,1994,10.1,0.417,0.408,NA,NA,NA,NA,NA,0.3,1.4,1.7,0.04
1953-54,27,BOS,NBA,SF,70,1101,9.6,0.375,0.444,NA,NA,NA,NA,NA,-0.7,0.7,0,-0.001
1954-55,28,MLH,NBA,PF,70,1749,12.3,0.422,0.438,NA,NA,NA,NA,NA,0.2,2.2,2.4,0.066
1955-56,29,TOT,NBA,SF,67,1144,9.3,0.412,0.432,NA,NA,NA,NA,NA,-0.2,1.3,1.1,0.045
1955-56,29,STL,NBA,,35,574,12.3,0.426,0.488,NA,NA,NA,NA,NA,0.1,0.8,0.9,0.074
1955-56,29,FTW,NBA,SF,32,570,6.4,0.394,0.36,NA,NA,NA,NA,NA,-0.3,0.5,0.2,0.016
Career,NA,,NBA,,409,7964,11,0.418,0.42,NA,NA,NA,NA,NA,2.5,9,11.6,0.05
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,272,5071,11,0.418,0.413,NA,NA,NA,NA,NA,2.5,5.6,8.1,0.046
2 seasons,NA,"MLH,STL",NBA,,105,2323,12.3,0.423,0.449,NA,NA,NA,NA,NA,0.3,3,3.3,0.068
1 season,NA,FTW,NBA,,32,570,6.4,0.394,0.36,NA,NA,NA,NA,NA,-0.3,0.5,0.2,0.016
