,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1950-51,24,BOS,NBA,,8,,9,11,,,,19
1951-52,25,BOS,NBA,,9,,7,,,,6,20
1952-53,26,BOS,NBA,,7,,7,8,,,,17
1953-54,27,BOS,NBA,,6,,5,7,,,,14
1954-55,28,MLH,NBA,,10,,14,,,,6,27
1955-56,29,TOT,NBA,,5,,8,9,,,5,16
1955-56,29,STL,NBA,,5,,6,9,,,5,16
1955-56,29,FTW,NBA,,4,,8,8,,,5,10
Career,,,,,10,,14,,,,,27
4 Seasons,,BOS,NBA,,9,,9,,,,,20
2 Seasons,,"MLH,STL",NBA,,10,,14,,,,6,27
1 Season,,FTW,NBA,,4,,8,8,,,5,10
