,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,26,LAL,NBA,SF,4,28,,65%,35%,,,-14.3,-18.3,3,0,2,0,1,0,5,0,0
2005-06,28,NYK,NBA,SF,8,114,,59%,41%,,,-3.3,+3.8,2,0,4,0,3,1,13,0,1
2006-07,29,POR,NBA,SF,75,2144,,20%,78%,2%,,-2.8,+4.7,33,13,85,10,35,11,250,7,33
2007-08,30,SAS,NBA,PF,73,1316,,1%,54%,45%,,+7.5,+3.1,28,14,45,11,23,4,141,9,22
2008-09,31,SAS,NBA,SF,67,1035,,14%,61%,25%,,+7.2,+4.4,19,14,39,3,19,3,117,5,11
2009-10,32,SAC,NBA,SG,69,944,24%,66%,10%,,,-0.7,+5.2,26,10,38,1,23,5,127,4,18
2010-11,33,SAS,NBA,SF,20,130,,3%,85%,12%,,-4.0,-10.8,1,2,6,1,4,1,31,0,3
Career,,,NBA,,316,5711,4%,23%,57%,16%,,+1.6,+3.8,112,53,219,26,108,25,684,25,88
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAS,NBA,,160,2481,,7%,59%,35%,,+6.8,+2.9,48,30,90,15,46,8,289,14,36
1 season,,POR,NBA,,75,2144,,20%,78%,2%,,-2.8,+4.7,33,13,85,10,35,11,250,7,33
1 season,,SAC,NBA,,69,944,24%,66%,10%,,,-0.7,+5.2,26,10,38,1,23,5,127,4,18
1 season,,NYK,NBA,,8,114,,59%,41%,,,-3.3,+3.8,2,0,4,0,3,1,13,0,1
1 season,,LAL,NBA,,4,28,,65%,35%,,,-14.3,-18.3,3,0,2,0,1,0,5,0,0
