Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,25,LAL,NBA,SG,3,125,18.8,0.554,0.274,NA,NA,NA,19.2,NA,NA,NA,0.4,0,0.4,0.172,NA,NA,NA,NA,NA
1967-68,26,LAL,NBA,PG,15,528,12.8,0.484,0.335,NA,NA,NA,15.1,NA,NA,NA,0.4,0.4,0.8,0.072,NA,NA,NA,NA,NA
1968-69,27,PHI,NBA,SG,5,185,17.4,0.568,0.247,NA,NA,NA,18.8,NA,NA,NA,0.6,0,0.6,0.153,NA,NA,NA,NA,NA
1969-70,28,PHI,NBA,PG,5,146,13,0.488,0.367,NA,NA,NA,15.2,NA,NA,NA,0.1,0,0.1,0.024,NA,NA,NA,NA,NA
1970-71,29,PHI,NBA,PG,7,295,16.7,0.52,0.324,NA,NA,4.4,17.7,NA,NA,NA,0.6,0.1,0.7,0.11,NA,NA,NA,NA,NA
1971-72,30,BAL,NBA,PG,6,271,21.5,0.526,0.468,NA,NA,4.9,32.3,NA,NA,NA,0.7,-0.1,0.6,0.105,NA,NA,NA,NA,NA
1972-73,31,BAL,NBA,PG,5,214,17.3,0.53,0.196,NA,NA,4.5,19.1,NA,NA,NA,0.5,-0.1,0.4,0.091,NA,NA,NA,NA,NA
1973-74,32,CAP,NBA,PG,7,162,8.8,0.376,0.339,2,6.3,4.2,13.4,1.6,0,NA,-0.2,0.1,-0.1,-0.042,NA,-3.7,-1,-4.8,-0.1
1974-75,33,SEA,NBA,PG,9,269,12.1,0.486,0.213,2.7,9.5,6.2,16.9,1,0.2,NA,0.2,0.1,0.3,0.046,NA,-2,-1.1,-3.1,-0.1
1975-76,34,DET,NBA,SG,9,192,12.8,0.515,0.29,1.1,10.8,6,19.5,1.4,0,NA,0.2,-0.1,0.1,0.026,NA,-2.8,-0.2,-2.9,0
Career,NA,,NBA,,71,2387,15,0.506,0.314,2.1,9.1,5,18.7,1.3,0.1,NA,3.4,0.4,3.8,0.076,NA,-2.7,-0.8,-3.5,-0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,18,653,14,0.5,0.321,NA,NA,NA,15.9,NA,NA,NA,0.8,0.4,1.2,0.091,NA,NA,NA,NA,NA
3 seasons,NA,"BAL,CAP",NBA,,18,647,16.9,0.496,0.35,2,6.3,4.6,23.2,1.6,0,NA,0.9,-0.1,0.9,0.064,NA,-3.7,-1,-4.8,-0.1
3 seasons,NA,PHI,NBA,,17,626,16,0.526,0.312,NA,NA,4.4,17.4,NA,NA,NA,1.3,0,1.3,0.103,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,9,192,12.8,0.515,0.29,1.1,10.8,6,19.5,1.4,0,NA,0.2,-0.1,0.1,0.026,NA,-2.8,-0.2,-2.9,0
1 season,NA,SEA,NBA,,9,269,12.1,0.486,0.213,2.7,9.5,6.2,16.9,1,0.2,NA,0.2,0.1,0.3,0.046,NA,-2,-1.1,-3.1,-0.1
