Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,25,LAL,NBA,SG,3,NA,41.7,10.7,20.7,0.516,4.3,5.7,0.765,NA,NA,4.3,5,NA,NA,3.7,25.7
1967-68,26,LAL,NBA,PG,15,NA,35.2,5.9,13.7,0.427,3.5,4.6,0.768,NA,NA,3.1,4,NA,NA,2.8,15.3
1968-69,27,PHI,NBA,SG,5,NA,37,8,15.4,0.519,3.4,3.8,0.895,NA,NA,3.8,4.4,NA,NA,3.4,19.4
1969-70,28,PHI,NBA,PG,5,NA,29.2,5.2,12,0.433,3.2,4.4,0.727,NA,NA,2.8,3.6,NA,NA,2,13.6
1970-71,29,PHI,NBA,PG,7,NA,42.1,9.4,19.9,0.475,4.7,6.4,0.733,NA,NA,4.1,4.9,NA,NA,3,23.6
1971-72,30,BAL,NBA,PG,6,NA,45.2,9.2,21,0.437,8.3,9.8,0.847,NA,NA,4,7.8,NA,NA,2.5,26.7
1972-73,31,BAL,NBA,PG,5,NA,42.8,9.2,18.4,0.5,2.8,3.6,0.778,NA,NA,3.4,5.2,NA,NA,4,21.2
1973-74,32,CAP,NBA,PG,7,NA,23.1,2.9,8.4,0.339,1.6,2.9,0.55,0.4,1.4,1.9,2.1,0.7,0,1.9,7.3
1974-75,33,SEA,NBA,PG,9,NA,29.9,4.6,10.4,0.436,2,2.2,0.9,0.8,2.8,3.6,3.4,0.7,0.1,2.6,11.1
1975-76,34,DET,NBA,SG,9,NA,21.3,3.3,6.9,0.484,1.3,2,0.667,0.2,2.1,2.3,3.2,0.7,0,2.8,8
Career,NA,,NBA,,71,NA,33.6,6.3,13.8,0.454,3.3,4.3,0.772,0.5,2.2,3.2,4.2,0.7,0,2.8,15.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,18,NA,36.3,6.7,14.9,0.448,3.7,4.8,0.767,NA,NA,3.3,4.2,NA,NA,2.9,17
3 seasons,NA,"BAL,CAP",NBA,,18,NA,35.9,6.7,15.4,0.437,4.2,5.4,0.773,0.4,1.4,3,4.9,0.7,0,2.7,17.6
3 seasons,NA,PHI,NBA,,17,NA,36.8,7.8,16.2,0.478,3.9,5.1,0.767,NA,NA,3.6,4.4,NA,NA,2.8,19.4
1 season,NA,DET,NBA,,9,NA,21.3,3.3,6.9,0.484,1.3,2,0.667,0.2,2.1,2.3,3.2,0.7,0,2.8,8
1 season,NA,SEA,NBA,,9,NA,29.9,4.6,10.4,0.436,2,2.2,0.9,0.8,2.8,3.6,3.4,0.7,0.1,2.6,11.1
