Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,25,LAL,NBA,SG,76,1763,12.3,0.489,0.262,NA,NA,NA,14.9,NA,NA,NA,1.5,1.2,2.7,0.075,NA,NA,NA,NA,NA
1967-68,26,LAL,NBA,PG,81,3039,15.5,0.53,0.367,NA,NA,NA,15.3,NA,NA,NA,5.8,2,7.9,0.124,NA,NA,NA,NA,NA
1968-69,27,PHI,NBA,SG,82,2144,15.9,0.519,0.338,NA,NA,NA,18.6,NA,NA,NA,4,2.2,6.2,0.139,NA,NA,NA,NA,NA
1969-70,28,PHI,NBA,PG,76,2772,16.3,0.546,0.331,NA,NA,NA,17.7,NA,NA,NA,5.5,2.6,8.1,0.14,NA,NA,NA,NA,NA
1970-71,29,PHI,NBA,PG,82,3245,17.7,0.556,0.402,NA,NA,5.4,19.1,NA,NA,NA,8.3,3.1,11.4,0.169,NA,NA,NA,NA,NA
1971-72,30,TOT,NBA,PG,77,3285,20.5,0.536,0.44,NA,NA,3.8,28,NA,NA,NA,7.7,3.2,11,0.16,NA,NA,NA,NA,NA
1971-72,30,PHI,NBA,PG,1,42,24.9,0.696,0.688,NA,NA,3.2,25.9,NA,NA,NA,0.3,0,0.3,0.339,NA,NA,NA,NA,NA
1971-72,30,BAL,NBA,PG,76,3243,20.4,0.534,0.437,NA,NA,3.8,28.1,NA,NA,NA,7.5,3.2,10.7,0.158,NA,NA,NA,NA,NA
1972-73,31,BAL,NBA,PG,39,1477,18.3,0.545,0.23,NA,NA,4.1,25.8,NA,NA,NA,3.6,2,5.6,0.181,NA,NA,NA,NA,NA
1973-74,32,CAP,NBA,PG,56,1786,14.4,0.5,0.194,2.3,5.2,3.8,22.6,1.5,0.2,NA,2.2,1.7,4,0.107,NA,-0.1,0,-0.1,0.9
1974-75,33,SEA,NBA,PG,77,2481,16.2,0.533,0.21,2.4,7.3,4.9,25.2,2,0.1,NA,4.5,1.7,6.2,0.119,NA,0.9,-0.4,0.5,1.6
1975-76,34,DET,NBA,SG,79,1589,12.5,0.478,0.201,1.7,7.3,4.5,18.7,1.8,0.1,NA,1,0.7,1.7,0.051,NA,-1.4,-0.8,-2.2,-0.1
Career,NA,,NBA,,725,23581,16.4,0.529,0.323,2.2,6.7,4.5,20.6,1.8,0.1,NA,44.1,20.5,64.7,0.132,NA,0,-0.4,-0.4,2.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHI,NBA,,241,8203,16.8,0.544,0.362,NA,NA,5.4,18.5,NA,NA,NA,18.1,8,26,0.152,NA,NA,NA,NA,NA
3 seasons,NA,"BAL,CAP",NBA,,171,6506,18.3,0.528,0.333,2.3,5.2,3.9,26,1.5,0.2,NA,13.3,6.9,20.2,0.149,NA,-0.1,0,-0.1,0.9
2 seasons,NA,LAL,NBA,,157,4802,14.3,0.516,0.33,NA,NA,NA,15.2,NA,NA,NA,7.3,3.3,10.6,0.106,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,79,1589,12.5,0.478,0.201,1.7,7.3,4.5,18.7,1.8,0.1,NA,1,0.7,1.7,0.051,NA,-1.4,-0.8,-2.2,-0.1
1 season,NA,SEA,NBA,,77,2481,16.2,0.533,0.21,2.4,7.3,4.9,25.2,2,0.1,NA,4.5,1.7,6.2,0.119,NA,0.9,-0.4,0.5,1.6
