Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990-91,23,SAS,NBA,PF,35,0,161,27,60,0.45,0,0,NA,27,60,0.45,0.45,28,45,0.622,23,35,58,4,4,9,13,26,82
1991-92,24,TOT,NBA,PF,18,0,90,10,25,0.4,0,0,NA,10,25,0.4,0.4,9,15,0.6,7,18,25,0,1,1,9,21,29
1991-92,24,SAS,NBA,PF,1,0,9,1,5,0.2,0,0,NA,1,5,0.2,0.2,0,0,NA,0,0,0,0,0,0,0,2,2
1991-92,24,CHH,NBA,PF,3,0,13,0,3,0,0,0,NA,0,3,0,0,1,2,0.5,1,3,4,0,1,0,4,2,1
1991-92,24,BOS,NBA,PF,7,0,46,4,9,0.444,0,0,NA,4,9,0.444,0.444,2,4,0.5,2,7,9,0,0,1,2,7,10
1991-92,24,GSW,NBA,PF,7,0,22,5,8,0.625,0,0,NA,5,8,0.625,0.625,6,9,0.667,4,8,12,0,0,0,3,10,16
1994-95,27,LAC,NBA,C,80,50,2127,282,601,0.469,0,3,0,282,598,0.472,0.469,177,235,0.753,160,295,455,67,48,58,118,253,741
1995-96,28,TOT,NBA,PF,54,28,1463,214,432,0.495,0,3,0,214,429,0.499,0.495,111,157,0.707,127,225,352,30,28,20,73,140,539
1995-96,28,TOR,NBA,PF,24,20,659,100,196,0.51,0,0,NA,100,196,0.51,0.51,43,65,0.662,52,114,166,18,13,9,35,67,243
1995-96,28,PHI,NBA,PF,30,8,804,114,236,0.483,0,3,0,114,233,0.489,0.483,68,92,0.739,75,111,186,12,15,11,38,73,296
1996-97,29,NJN,NBA,PF,79,49,1954,219,452,0.485,0,1,0,219,451,0.486,0.485,130,206,0.631,222,295,517,23,38,50,91,217,568
1997-98,30,VAN,NBA,C,61,13,894,148,309,0.479,0,0,NA,148,309,0.479,0.479,100,137,0.73,80,152,232,21,25,24,60,123,396
1998-99,31,VAN,NBA,PF,43,35,1143,189,388,0.487,0,2,0,189,386,0.49,0.487,103,155,0.665,83,174,257,23,26,39,64,108,481
1999-00,32,HOU,NBA,PF,10,0,109,16,36,0.444,0,0,NA,16,36,0.444,0.444,14,16,0.875,7,20,27,3,2,5,9,13,46
2000-01,33,VAN,NBA,PF,52,20,823,92,199,0.462,0,0,NA,92,199,0.462,0.462,49,70,0.7,75,135,210,9,10,28,48,122,233
2001-02,34,MEM,NBA,PF,73,31,1247,159,349,0.456,1,1,1,158,348,0.454,0.457,84,117,0.718,100,224,324,26,30,31,65,174,403
2002-03,35,UTA,NBA,C,58,1,792,104,232,0.448,0,0,NA,104,232,0.448,0.448,65,84,0.774,59,97,156,17,17,19,50,144,273
2003-04,36,SAC,NBA,PF,59,0,789,104,219,0.475,0,1,0,104,218,0.477,0.475,43,63,0.683,57,131,188,29,14,18,45,144,251
2004-05,37,SAS,NBA,PF,61,6,699,74,182,0.407,0,0,NA,74,182,0.407,0.407,48,63,0.762,54,109,163,14,18,20,40,122,196
Career,NA,,NBA,,683,233,12291,1638,3484,0.47,1,11,0.091,1637,3473,0.471,0.47,961,1363,0.705,1054,1910,2964,266,261,322,685,1607,4238
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"VAN,MEM",NBA,,229,99,4107,588,1245,0.472,1,3,0.333,587,1242,0.473,0.473,336,479,0.701,338,685,1023,79,91,122,237,527,1513
3 seasons,NA,SAS,NBA,,97,6,869,102,247,0.413,0,0,NA,102,247,0.413,0.413,76,108,0.704,77,144,221,18,22,29,53,150,280
1 season,NA,LAC,NBA,,80,50,2127,282,601,0.469,0,3,0,282,598,0.472,0.469,177,235,0.753,160,295,455,67,48,58,118,253,741
1 season,NA,NJN,NBA,,79,49,1954,219,452,0.485,0,1,0,219,451,0.486,0.485,130,206,0.631,222,295,517,23,38,50,91,217,568
1 season,NA,SAC,NBA,,59,0,789,104,219,0.475,0,1,0,104,218,0.477,0.475,43,63,0.683,57,131,188,29,14,18,45,144,251
1 season,NA,UTA,NBA,,58,1,792,104,232,0.448,0,0,NA,104,232,0.448,0.448,65,84,0.774,59,97,156,17,17,19,50,144,273
1 season,NA,PHI,NBA,,30,8,804,114,236,0.483,0,3,0,114,233,0.489,0.483,68,92,0.739,75,111,186,12,15,11,38,73,296
1 season,NA,TOR,NBA,,24,20,659,100,196,0.51,0,0,NA,100,196,0.51,0.51,43,65,0.662,52,114,166,18,13,9,35,67,243
1 season,NA,HOU,NBA,,10,0,109,16,36,0.444,0,0,NA,16,36,0.444,0.444,14,16,0.875,7,20,27,3,2,5,9,13,46
1 season,NA,BOS,NBA,,7,0,46,4,9,0.444,0,0,NA,4,9,0.444,0.444,2,4,0.5,2,7,9,0,0,1,2,7,10
1 season,NA,GSW,NBA,,7,0,22,5,8,0.625,0,0,NA,5,8,0.625,0.625,6,9,0.667,4,8,12,0,0,0,3,10,16
1 season,NA,CHH,NBA,,3,0,13,0,3,0,0,0,NA,0,3,0,0,1,2,0.5,1,3,4,0,1,0,4,2,1
