Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1985-86,21,IND,NBA,PF,81,60,2277,10.8,20.9,0.515,0,0,0,10.8,20.9,0.516,3.3,4.9,0.684,4,8.2,12.2,1.7,0.7,0.9,3.9,6.1,24.9,NA,101,106
1986-87,22,IND,NBA,PF,81,15,2159,10.3,20.1,0.513,0,0,0,10.3,20,0.515,5.8,8.2,0.709,4.9,5.8,10.7,2.6,1.1,0.6,3.1,6.6,26.4,NA,111,108
1987-88,23,IND,NBA,PF,79,57,2378,10.5,20.6,0.512,0,0,0,10.5,20.5,0.513,5.1,6.5,0.783,3.5,6.7,10.1,2.1,1.1,0.7,3,5.6,26.1,NA,110,108
1988-89,24,TOT,NBA,PF,79,35,2434,10.5,20.5,0.514,0,0.1,0,10.5,20.4,0.516,6.3,8.1,0.773,3.7,8.3,12,2.5,1.1,1,3.4,5.7,27.3,NA,111,110
1988-89,24,IND,NBA,PF,48,5,1326,10.4,20.6,0.505,0,0.1,0,10.4,20.4,0.509,7.2,9.1,0.792,3.6,7.7,11.3,2.7,1.3,1.2,3.9,6.6,28,NA,110,110
1988-89,24,SAC,NBA,PF,31,30,1108,10.6,20.4,0.523,0,0,NA,10.6,20.4,0.523,5.1,6.9,0.744,3.8,9.1,12.9,2.3,0.9,0.9,2.8,4.7,26.4,NA,112,109
1989-90,25,SAC,NBA,PF,79,79,2937,12.3,23.4,0.525,0,0.1,0,12.3,23.3,0.527,5.2,6.6,0.783,3.1,6.9,10.1,1.8,0.9,0.9,2.6,4.2,29.7,NA,111,111
1990-91,26,SAC,NBA,PF,33,31,1116,11.9,24.6,0.483,0,0,0,11.9,24.6,0.484,6.2,7.7,0.8,3.4,8.1,11.5,3,1,1.3,3.7,4.5,30,NA,104,109
1991-92,27,SAC,NBA,PF,72,71,2521,10,19.9,0.5,0,0,0,10,19.9,0.501,2.9,3.8,0.763,2.6,6.4,9,2,1.1,1.5,2.4,4.7,22.8,NA,105,111
1992-93,28,SAC,NBA,PF,76,75,2283,11.3,22.3,0.509,0,0,0,11.3,22.2,0.51,3.7,4.8,0.758,2.6,7.8,10.4,2.3,1.1,1,2.4,5.8,26.3,NA,108,110
1993-94,29,SAC,NBA,PF,79,77,2557,10.6,21.2,0.501,0,0,NA,10.6,21.2,0.501,4.1,5.1,0.808,3.1,7.7,10.8,2.7,0.7,1,2.4,5.6,25.4,NA,109,110
1994-95,30,PHO,NBA,PF,65,13,1276,10.9,22.5,0.484,0,0,NA,10.9,22.5,0.484,3.7,4.8,0.77,3.3,6.4,9.7,1.8,1.1,1.1,2.5,7.4,25.5,NA,105,111
1995-96,31,PHO,NBA,PF,63,6,1152,12.5,25.2,0.495,0,0,NA,12.5,25.2,0.495,5.1,6.7,0.765,2.5,7.1,9.6,2.6,0.7,1.6,2.8,8.4,30,NA,106,111
1996-97,32,PHO,NBA,PF,53,15,778,10.5,24.6,0.426,0,0,NA,10.5,24.6,0.426,2,3.2,0.625,2.3,5.6,7.9,1.3,0.5,1.4,2.4,7.3,22.9,NA,89,111
Career,NA,,NBA,,840,534,23868,10.9,21.7,0.505,0,0,0,10.9,21.6,0.506,4.5,5.9,0.76,3.3,7.2,10.5,2.2,1,1,2.9,5.7,26.4,NA,107,109
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,SAC,NBA,,370,363,12522,11.1,21.9,0.509,0,0,0,11.1,21.8,0.51,4.3,5.5,0.778,3,7.4,10.4,2.3,0.9,1.1,2.6,5,26.5,NA,108,110
4 seasons,NA,IND,NBA,,289,137,8140,10.5,20.5,0.512,0,0.1,0,10.5,20.5,0.514,5.1,6.9,0.742,4,7,11.1,2.2,1,0.8,3.4,6.2,26.2,NA,108,108
3 seasons,NA,PHO,NBA,,181,34,3206,11.4,24,0.474,0,0,NA,11.4,24,0.474,3.8,5.1,0.746,2.7,6.5,9.2,2,0.8,1.3,2.6,7.8,26.5,NA,101,111
