Season,Team,Lg,Salary
2015-16,Miami Heat,NBA,"$2,481,720"
2016-17,Miami Heat,NBA,"$2,593,440"
2017-18,Miami Heat,NBA,"$2,705,040"
2018-19,Miami Heat,NBA,"$3,448,926"
Career,(may be incomplete),,"$11,229,126"
