,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,23,POR,NBA,,6,11,3,5,2,6,6,10,3,1,6,14
1975-76,24,PHO,NBA,,4,8,4,5,1,2,3,6,2,0,3,10
Career,,,,,6,11,4,5,2,6,6,10,3,1,6,14
1 Season,,POR,NBA,,6,11,3,5,2,6,6,10,3,1,6,14
1 Season,,PHO,NBA,,4,8,4,5,1,2,3,6,2,0,3,10
