,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1975-76,24,PHO,NBA,,2,5,4,5,1,3,4,4,,,1,8
Career,,,,,2,5,4,5,1,3,4,4,,,1,8
