Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,TOT,BAA,,60,,,1.2,6.0,.193,1.4,2.2,.623,,0.6,2.6,3.7
1946-47,23,TRH,BAA,,31,,,1.5,7.8,.195,1.5,2.3,.643,,0.8,2.8,4.5
1946-47,23,NYK,BAA,,29,,,0.8,4.2,.190,1.2,2.1,.600,,0.3,2.3,2.8
1947-48,24,Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL)
1948-49,25,ROC,BAA,,18,,,0.3,1.6,.207,0.4,0.6,.700,,0.7,1.4,1.1
Career,NA,,BAA,,78,,,1.0,5.0,.194,1.1,1.8,.629,,0.6,2.3,3.1
,NA,,,,,,,,,,,,,,,,
1 season,NA,TRH,BAA,,31,,,1.5,7.8,.195,1.5,2.3,.643,,0.8,2.8,4.5
1 season,NA,NYK,BAA,,29,,,0.8,4.2,.190,1.2,2.1,.600,,0.3,2.3,2.8
1 season,NA,ROC,BAA,,18,,,0.3,1.6,.207,0.4,0.6,.700,,0.7,1.4,1.1
