Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,NJA,ABA,PG,58,NA,995,147,349,0.421,3,8,0.375,144,341,0.422,0.426,170,199,0.854,NA,NA,108,93,74,114,467
1968-69,23,NYA,ABA,PG,67,NA,1358,215,541,0.397,12,31,0.387,203,510,0.398,0.409,218,246,0.886,25,87,112,136,95,176,660
Career,NA,,ABA,,125,NA,2353,362,890,0.407,15,39,0.385,347,851,0.408,0.415,388,445,0.872,25,87,220,229,169,290,1127
