Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,NJA,ABA,PG,58,NA,995,5.3,12.6,0.421,0.1,0.3,0.375,5.2,12.3,0.422,6.2,7.2,0.854,NA,NA,3.9,3.4,2.7,4.1,16.9
1968-69,23,NYA,ABA,PG,67,NA,1358,5.7,14.3,0.397,0.3,0.8,0.387,5.4,13.5,0.398,5.8,6.5,0.886,0.7,2.3,3,3.6,2.5,4.7,17.5
Career,NA,,ABA,,125,NA,2353,5.5,13.6,0.407,0.2,0.6,0.385,5.3,13,0.408,5.9,6.8,0.872,0.7,2.3,3.4,3.5,2.6,4.4,17.2
