Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Chick Reiser,,5.5,3.9,3.7
Brandon Jennings,97.1,5.5,4.2,3.9
Wesley Person,96.4,5.2,4,3.8
Rod Strickland,96.0,5.7,4.3,3.7
Luther Head,93.6,5.7,3.5,3.5
Jim Seminoff,92.4,5.4,4.5,3.4
Joe Dumars,92.0,5.9,4.2,3.2
Pooh Richardson,91.2,5.9,4.4,4.1
Slater Martin,90.9,6.3,4.2,3.5
Bob Donham,90.5,6.1,4.5,3.8
Odie Spears,89.9,5.6,3.3,3.1
