,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,20,BOS,NBA,SG,8,39,.083,17.2,.750,.000,.167,.167,.417,.250,.111,,.000,.000,.200,.000,1.000,.000,0,,.000,,0,0
2002-03,21,SEA,NBA,SG,17,86,.286,11.9,.914,.086,.400,.171,.257,.086,.313,.333,.357,.333,.222,.000,.500,.000,0,,.000,,0,0
Career,,,NBA,,25,125,.234,13.2,.872,.064,.340,.170,.298,.128,.268,.333,.313,.250,.214,.000,.545,.000,0,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,SEA,NBA,,17,86,.286,11.9,.914,.086,.400,.171,.257,.086,.313,.333,.357,.333,.222,.000,.500,.000,0,,.000,,0,0
1 season,,BOS,NBA,,8,39,.083,17.2,.750,.000,.167,.167,.417,.250,.111,,.000,.000,.200,.000,1.000,.000,0,,.000,,0,0
