Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Damian Jones,,1.5,0.1,0
Brian Evans,90.6,1.5,0.1,0.1
Damjan Rudež,88.8,1.3,0.1,0.1
Michael Bradley,88.6,1.5,0.1,0
Perry Jones,88.5,1.5,0.2,0
Bob McCann,88.2,1.3,0.1,0.1
Ron Riley,84.3,1.6,0.2,0
Lou Amundson,79.9,1.8,0.1,0.1
Mario Bennett,77.0,1.5,0.5,0
Josh McRoberts,76.7,1.5,0.4,0.1
Stephen Howard,75.8,1.3,0.2,0.1
