,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,SAC,NBA,C,77,1658,,,,24%,76%,+9.9,+6.2,17,24,115,13,75,0,110,19,65
2001-02,26,SAC,NBA,C,80,1881,,,,36%,64%,+8.0,+0.2,13,22,128,17,77,0,116,25,46
2002-03,27,SAC,NBA,C,23,325,,,,4%,96%,+15.0,+9.1,5,4,33,3,18,0,13,2,8
2003-04,28,IND,NBA,C,61,678,,,,3%,97%,-5.6,-14.8,8,5,63,3,11,0,23,3,22
2004-05,29,IND,NBA,C,49,865,,,,2%,98%,+6.1,+6.6,9,10,71,10,20,0,39,7,18
2005-06,30,IND,NBA,C,45,771,,,,7%,93%,+5.3,+4.4,10,10,70,5,20,6,60,9,13
2006-07,31,CLE,NBA,C,24,109,,,,3%,97%,-2.6,-7.2,1,1,14,1,1,4,6,0,2
2007-08,32,BOS,NBA,C,22,173,,,,,100%,+8.2,-3.4,0,0,32,3,10,2,8,2,4
Career,,,NBA,,381,6460,,,,18%,82%,+6.7,+1.7,63,76,526,55,232,12,375,67,178
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAC,NBA,,180,3864,,,,28%,72%,+9.4,+3.5,35,50,276,33,170,0,239,46,119
3 seasons,,IND,NBA,,155,2314,,,,4%,96%,+2.4,-0.4,27,25,204,18,51,6,122,19,53
1 season,,CLE,NBA,,24,109,,,,3%,97%,-2.6,-7.2,1,1,14,1,1,4,6,0,2
1 season,,BOS,NBA,,22,173,,,,,100%,+8.2,-3.4,0,0,32,3,10,2,8,2,4
