Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Brandon Ingram,,2.8,2,-0.3
Charlie Black,94.7,2.8,1.8,-0.4
McCoy McLemore,92.4,2.7,1.8,-0.3
Billy Thompson,86.5,2.8,1.6,-0.1
Shabazz Muhammad,84.7,2.7,2,0.3
Marcus Liberty,83.1,2.4,2.2,-0.1
Doug McDermott,82.9,2.8,2.6,0
Charles Jones,82.4,3.2,2.2,0
Al Eberhard,81.8,2.6,1.8,0
Jahidi White,81.8,3.2,2.1,0.2
Justise Winslow,81.6,2.6,2.5,-0.1
