,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,19,LAL,NBA,SF,79,2279,,7%,79%,14%,,-7.7,-1.2,60,27,90,14,87,8,386,22,53
2017-18,20,LAL,NBA,SF,59,1975,,3%,90%,8%,,-3.0,-3.0,75,43,85,16,125,4,558,30,59
2018-19,21,LAL,NBA,SF,52,1760,,34%,47%,19%,,-1.9,-0.1,51,42,54,22,137,14,356,35,50
2019-20,22,NOP,NBA,PF,56,1919,,,38%,62%,1%,-0.5,+1.3,67,47,66,33,159,17,588,42,49
Career,,,NBA,,246,7933,,10%,65%,25%,,-3.5,-0.8,253,159,295,85,508,43,1888,129,211
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,190,6014,,13%,73%,13%,,-4.5,-1.5,186,112,229,52,349,26,1300,87,162
1 season,,NOP,NBA,,56,1919,,,38%,62%,1%,-0.5,+1.3,67,47,66,33,159,17,588,42,49
