Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,22,OAK,ABA,PG,5,19,-9,0.231,0,1,NA,NA,4.4,41.8,36.7,24.3,NA,-0.1,0,0,-0.118
Career,NA,,ABA,,5,19,-9,0.231,0,1,NA,NA,4.4,41.8,36.7,24.3,NA,-0.1,0,0,-0.118
