,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1973-74,22,NYA,ABA,,15,,1,,,,8,12,,,,,,,,,35,
1974-75,23,NYA,ABA,,12,,2,,,,7,8,,,,,,,,,27,
1975-76,24,NYA,ABA,,17,,3,,,,9,14,,,,,,,,,36,
1976-77,25,TOT,NBA,,15,,,,,,9,13,,,,,,,,,37,
1976-77,25,NYN,NBA,,14,,,,,,9,13,,,,,,,,,37,
1976-77,25,IND,NBA,,15,,,,,,9,11,,,,,,,,,33,
1977-78,26,TOT,NBA,,19,,,,,,15,17,,,,,,,,,50,
1977-78,26,IND,NBA,,18,,,,,,10,10,,,,,,,,,43,
1977-78,26,NJN,NBA,,19,,,,,,15,17,,,,,,,,,50,
1978-79,27,NJN,NBA,,17,,,,,,22,24,,,,,,,,,48,
1979-80,28,TOT,NBA,,13,,3,,,,10,10,,,,,,,,,32,
1979-80,28,NJN,NBA,,13,,3,,,,10,10,,,,,,,,,32,
1979-80,28,WSB,NBA,,11,,1,,,,5,7,,,,,,,,,24,
1980-81,29,WSB,NBA,,6,,1,,,,3,4,,,,,,,,,12,
Career,,,TOT,,19,,,,,,22,24,,,,,,,,,50,
,,,NBA,,19,,,,,,22,24,,,,,,,,,50,
,,,ABA,,17,,3,,,,9,14,,,,,,,,,36,
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,"NJN,NYA,NYN",NBA,,19,,,,,,22,24,,,,,,,,,50,
2 Seasons,,IND,NBA,,18,,,,,,10,11,,,,,,,,,43,
2 Seasons,,WSB,NBA,,11,,1,,,,5,7,,,,,,,,,24,
