,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,23,PHO,NBA,PF,10,68,,,14%,85%,2%,-0.8,+6.6,0,2,7,4,7,0,12,1,3
2016-17,24,PHO,NBA,C,47,708,,,,2%,98%,-1.0,+5.9,6,6,57,24,45,1,54,13,20
2017-18,25,PHO,NBA,PF,5,70,,,,67%,33%,-2.0,+7.8,5,0,9,1,5,0,23,1,3
2018-19,26,BRK,NBA,PF,5,26,,,,34%,66%,+24.1,+24.4,1,0,1,0,0,0,8,0,0
Career,,,NBA,,67,872,,,1%,14%,84%,-0.3,+6.7,12,8,74,29,57,1,97,15,26
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHO,NBA,,62,846,,,1%,14%,85%,-1.1,+6.1,11,8,73,29,57,1,89,15,26
1 season,,BRK,NBA,,5,26,,,,34%,66%,+24.1,+24.4,1,0,1,0,0,0,8,0,0
