,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2011-12,19,UCSB,30,514,79,155,0,0,50,84,97,195,15,15,38,20,66,208,.510,,.595,17.1,6.9,6.5,0.5
2012-13,20,UCSB,28,793,174,371,0,0,131,181,114,300,24,29,64,66,90,479,.469,,.724,28.3,17.1,10.7,0.9
2013-14,21,UCSB,28,872,224,420,0,0,148,216,106,322,33,33,67,59,84,596,.533,,.685,31.1,21.3,11.5,1.2
2014-15,22,UCSB,26,847,160,349,0,3,129,168,86,308,45,31,47,51,70,449,.458,.000,.768,32.6,17.3,11.8,1.7
Career,,,112,3026,637,1295,0,3,458,649,403,1125,117,108,216,196,310,1732,.492,.000,.706,27.0,15.5,10.0,1.0
