,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1995-96,22,UTA,NBA,,7,11,0,0,7,11,4,4,6,6,9,1,1,5,4,6,14,13.0
1996-97,23,UTA,NBA,37:35,8,15,0,1,8,15,9,13,11,13,20,3,2,7,6,6,21,18.9
1997-98,24,UTA,NBA,48:43,7,11,0,0,7,11,7,10,6,9,12,4,3,11,4,6,21,17.0
1998-99,25,UTA,NBA,42:08,6,13,0,0,6,13,6,7,7,12,19,2,1,7,2,6,16,18.3
1999-00,26,UTA,NBA,39:56,5,9,0,1,5,9,8,8,7,11,14,1,2,6,3,6,11,14.5
2000-01,27,UTA,NBA,39:55,10,12,1,1,10,12,5,9,7,8,11,2,2,8,4,6,25,22.5
2001-02,28,UTA,NBA,35:19,5,11,0,0,5,11,6,10,10,9,14,4,2,8,3,6,14,19.4
2002-03,29,UTA,NBA,40:49,7,11,0,0,7,11,6,10,8,10,14,4,3,7,5,6,16,16.1
2003-04,30,UTA,NBA,43:33,7,13,0,1,7,13,9,14,13,9,21,6,2,8,5,6,18,18.8
2004-05,31,SAC,NBA,23:07,3,6,0,1,3,6,2,5,3,8,10,5,2,5,3,6,6,9.0
2005-06,32,UTA,NBA,32:06,4,7,0,0,4,7,3,4,5,10,13,4,1,7,3,6,9,10.6
Career,,,,48:43,10,15,1,1,10,15,9,14,13,13,21,6,3,11,6,6,25,22.5
10 Seasons,,UTA,NBA,48:43,10,15,1,1,10,15,9,14,13,13,21,6,3,11,6,6,25,22.5
1 Season,,SAC,NBA,23:07,3,6,0,1,3,6,2,5,3,8,10,5,2,5,3,6,6,9.0
