,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,UTA,NBA,C,81,1491,,,,,100%,+1.9,-4.8,20,18,129,10,64,0,49,10,45
2001-02,28,UTA,NBA,C,74,1107,,,,,100%,+3.2,+2.7,17,18,114,5,58,0,111,10,27
2002-03,29,UTA,NBA,C,81,1926,,,,,100%,+9.3,+11.9,39,25,172,9,87,0,119,13,25
2003-04,30,UTA,NBA,C,78,2153,,,,,100%,+0.4,+4.1,51,28,164,8,86,0,252,17,61
2004-05,31,SAC,NBA,C,56,556,,,,,100%,+6.3,+4.4,17,6,76,0,16,0,87,4,13
2005-06,32,UTA,NBA,C,60,807,,,,,100%,-10.0,-8.4,29,6,97,7,22,8,126,0,18
Career,,,NBA,,430,8040,,,,,100%,+2.6,+2.9,173,101,752,39,333,8,744,54,189
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,UTA,NBA,,374,7484,,,,,100%,+2.3,+2.8,156,95,676,39,317,8,657,50,176
1 season,,SAC,NBA,,56,556,,,,,100%,+6.3,+4.4,17,6,76,0,16,0,87,4,13
