,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,27,UTA,NBA,C,81,1491,.495,3.6,.993,.644,.242,.089,.018,.007,.495,.602,.324,.280,.000,.500,.681,.185,42,.000,.000,,1,0
2001-02,28,UTA,NBA,C,74,1107,.453,2.6,1.000,.716,.169,.109,.005,.000,.453,.528,.294,.227,.000,,.626,.114,20,,,,0,0
2002-03,29,UTA,NBA,C,81,1926,.518,3.7,1.000,.660,.169,.126,.046,.000,.518,.619,.273,.366,.400,,.615,.086,27,,,,0,0
2003-04,30,UTA,NBA,C,78,2153,.476,3.5,.998,.693,.128,.119,.057,.002,.477,.574,.321,.192,.240,.000,.615,.094,35,,.000,,0,0
2004-05,31,SAC,NBA,C,56,556,.440,4.3,.976,.643,.226,.048,.060,.024,.451,.537,.263,.500,.200,.000,.432,.060,3,,.000,,1,0
2005-06,32,UTA,NBA,C,60,807,.492,3.3,1.000,.726,.105,.081,.089,.000,.492,.567,.308,.300,.273,,.607,.137,15,,,,0,0
Career,,,NBA,,430,8040,.485,3.5,.997,.679,.169,.106,.043,.003,.486,.580,.302,.273,.258,.200,.619,.114,142,.000,.000,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,UTA,NBA,,374,7484,.488,3.4,.998,.682,.165,.110,.042,.002,.488,.582,.305,.267,.263,.333,.630,.118,139,.000,.000,,1,0
1 season,,SAC,NBA,,56,556,.440,4.3,.976,.643,.226,.048,.060,.024,.451,.537,.263,.500,.200,.000,.432,.060,3,,.000,,1,0
