Season,Team,Lg,Salary
1987-88,San Antonio Spurs,NBA,"$100,000"
1988-89,Phoenix Suns,NBA,"$150,000"
1990-91,Phoenix Suns,NBA,"$550,000"
1991-92,Phoenix Suns,NBA,"$650,000"
1992-93,Phoenix Suns,NBA,"$800,000"
Career,(may be incomplete),,"$2,250,000"
