Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1983-84,23,KCK,NBA,PF,2,NA,19,5.1,5.1,1,0,0,NA,5.1,5.1,1,5.1,5.1,1,5.1,10.1,15.2,5.1,0,0,2.5,2.5,15.2,NA,159,112
1987-88,27,SAS,NBA,PF,2,0,36,2.5,5.1,0.5,0,0,NA,2.5,5.1,0.5,0,0,NA,3.8,5.1,8.8,5.1,1.3,0,1.3,7.6,5.1,NA,118,116
1988-89,28,PHO,NBA,PF,4,0,6,7.7,23,0.333,0,0,NA,7.7,23,0.333,0,0,NA,7.7,15.3,23,0,0,0,0,0,15.3,NA,94,106
1989-90,29,CHI,NBA,PF,15,0,228,3.9,8.2,0.472,0,0.2,0,3.9,7.9,0.486,3,4.8,0.619,3.6,8.2,11.8,1.1,2.3,0.2,1.6,10.2,10.7,NA,109,104
1990-91,30,PHO,NBA,PF,2,0,20,2.5,12.5,0.2,0,2.5,0,2.5,10,0.25,0,0,NA,5,7.5,12.5,0,0,0,2.5,5,5,NA,55,115
1991-92,31,PHO,NBA,PF,8,0,67,5,13,0.389,3.6,9.4,0.385,1.4,3.6,0.4,2.9,2.9,1,2.9,10.1,13,2.9,2.2,0,0,8.6,16.5,NA,140,111
Career,NA,,NBA,,33,0,376,4,9.1,0.441,0.7,2,0.333,3.3,7.1,0.472,2.5,3.6,0.704,3.7,8.4,12.1,2,1.9,0.1,1.3,8.8,11.2,NA,114,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,15,0,228,3.9,8.2,0.472,0,0.2,0,3.9,7.9,0.486,3,4.8,0.619,3.6,8.2,11.8,1.1,2.3,0.2,1.6,10.2,10.7,NA,109,104
3 seasons,NA,PHO,NBA,,14,0,93,4.7,13.5,0.346,2.6,7.3,0.357,2.1,6.2,0.333,2.1,2.1,1,3.6,9.9,13.5,2.1,1.6,0,0.5,7.3,14,NA,116,111
1 season,NA,KCK,NBA,,2,NA,19,5.1,5.1,1,0,0,NA,5.1,5.1,1,5.1,5.1,1,5.1,10.1,15.2,5.1,0,0,2.5,2.5,15.2,NA,159,112
1 season,NA,SAS,NBA,,2,0,36,2.5,5.1,0.5,0,0,NA,2.5,5.1,0.5,0,0,NA,3.8,5.1,8.8,5.1,1.3,0,1.3,7.6,5.1,NA,118,116
