,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,DLC,ABA,,12,,4,,,,16,19,,,,,,,,,37
1969-70,23,DLC,ABA,,13,,5,,,,13,16,,,,,,,,,39
1970-71,24,TOT,ABA,,13,,3,,,,16,16,,,,,,,,,40
1970-71,24,TEX,ABA,,12,,3,,,,11,16,,,,,,,,,37
1970-71,24,UTS,ABA,,13,,3,,,,16,16,,,,,,,,,40
1971-72,25,UTS,ABA,,13,,7,,,,12,12,,,,,,,,,33
1972-73,26,UTS,ABA,,11,,4,,,,10,11,,,,,,,,,28
1973-74,27,TOT,ABA,,12,,3,,,,8,,,,,,,,,,27
1973-74,27,UTS,ABA,,8,,3,,,,8,,,,,,,,,,26
1973-74,27,MMT,ABA,,12,,3,,,,8,10,,,,,,,,,27
1974-75,28,VIR,ABA,,9,,2,,,,8,8,,,,,,,,,21
Career,,,,,13,,7,,,,16,,,,,,,,,,40
4 Seasons,,UTS,ABA,,13,,7,,,,16,,,,,,,,,,40
3 Seasons,,"DLC,TEX",ABA,,13,,5,,,,16,19,,,,,,,,,39
1 Season,,MMT,ABA,,12,,3,,,,8,10,,,,,,,,,27
1 Season,,VIR,ABA,,9,,2,,,,8,8,,,,,,,,,21
