,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1950-51,22,BOS,NBA,,5,22,7,8,,6,5,17
1951-52,23,BOS,NBA,,10,25,14,16,,8,6,34
1952-53,24,BOS,NBA,,11,,30,32,,,6,50
1953-54,25,BOS,NBA,,8,24,20,23,,10,5,32
1954-55,26,BOS,NBA,,11,,8,,,,5,30
1955-56,27,BOS,NBA,,11,21,10,11,,10,2,29
1956-57,28,BOS,NBA,,11,26,11,14,10,19,4,31
1957-58,29,BOS,NBA,,10,23,13,15,13,14,4,29
1958-59,30,BOS,NBA,,9,28,12,16,11,19,4,27
1959-60,31,BOS,NBA,,10,27,5,8,9,14,4,21
1960-61,32,BOS,NBA,,10,25,11,12,,14,6,26
1961-62,33,BOS,NBA,,10,25,7,13,8,12,5,24
1962-63,34,BOS,NBA,,10,25,6,8,4,,6,26
Career,,,,,11,,30,,,,6,50
