Season,Team,Lg,Salary
1998-99,Boston Celtics,NBA,"$1,165,000"
1999-00,Boston Celtics,NBA,"$1,503,960"
2000-01,Boston Celtics,NBA,"$1,608,840"
2001-02,Boston Celtics,NBA,"$2,051,271"
2002-03,Boston Celtics,NBA,"$10,067,750"
2003-04,Boston Celtics,NBA,"$11,326,219"
2004-05,Boston Celtics,NBA,"$12,584,688"
2005-06,Boston Celtics,NBA,"$13,843,156"
2006-07,Boston Celtics,NBA,"$15,101,625"
2007-08,Boston Celtics,NBA,"$16,360,094"
2008-09,Boston Celtics,NBA,"$18,077,903"
2009-10,Boston Celtics,NBA,"$19,795,712"
2010-11,Boston Celtics,NBA,"$13,876,321"
2011-12,Boston Celtics,NBA,"$15,333,334"
2012-13,Boston Celtics,NBA,"$16,790,345"
2013-14,Brooklyn Nets,NBA,"$15,333,334"
2014-15,Washington Wizards,NBA,"$5,305,000"
2015-16,Los Angeles Clippers,NBA,"$3,400,000"
2016-17,Los Angeles Clippers,NBA,"$3,500,000"
2017-18,Los Angeles Clippers,NBA,"$1,096,080"
Career,(may be incomplete),,"$198,120,632"
