,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1995-96,18,KANSAS,34,862,143,341,35,115,83,137,,180,61,44,27,80,82,404,.419,.304,.606,25.4,11.9,5.3,1.8
1996-97,19,KANSAS,36,1013,215,441,33,71,124,173,,243,77,61,28,108,98,587,.488,.465,.717,28.1,16.3,6.8,2.1
1997-98,20,KANSAS,38,,287,559,40,118,163,221,,253,98,42,43,,,777,.513,.339,.738,,20.4,6.7,2.6
Career,,,108,1875,645,1341,108,304,370,531,,676,236,147,98,188,180,1768,.481,.355,.697,26.8,16.4,6.3,2.2
