,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,22,SYR,NBA,,9,,5,7,,,6,21
1959-60,23,SYR,NBA,,10,17,3,4,7,4,3,23
1960-61,24,SYR,NBA,,10,20,10,12,,4,6,26
1961-62,25,SYR,NBA,,0,0,0,0,0,0,1,0
1962-63,26,SYR,NBA,,12,,8,,,,6,32
1963-64,27,PHI,NBA,,8,25,13,14,11,,,29
1964-65,28,PHI,NBA,,13,30,11,12,14,9,6,37
1965-66,29,PHI,NBA,,11,24,5,7,10,9,5,25
1966-67,30,PHI,NBA,,17,35,12,14,12,9,6,39
1967-68,31,PHI,NBA,,15,33,14,15,11,9,6,40
1968-69,32,PHI,NBA,,8,23,8,12,9,7,5,24
1969-70,33,PHI,NBA,,10,,6,6,,,,24
1970-71,34,PHI,NBA,,11,24,8,10,6,6,6,30
Career,,,,,17,,14,,,,,40
